4.233125973070004733e+01,-7.106964450079044582e+01,2.563269436359405518e-01,8.858685195446014404e-02,6.550862193107604980e-01
4.233125973070004733e+01,-7.106995606290988121e+01,6.794038414955139160e-01,9.096186608076095581e-02,2.296342998743057251e-01
4.233125973070004733e+01,-7.107026762502931660e+01,7.788519263267517090e-01,1.359368115663528442e-01,8.521128445863723755e-02
4.233125973070004733e+01,-7.107057918714875200e+01,7.620650529861450195e-01,1.653424799442291260e-01,7.259242981672286987e-02
4.233125973070004733e+01,-7.107089074926818739e+01,4.462098181247711182e-01,4.962956905364990234e-01,5.749448761343955994e-02
4.233125973070004733e+01,-7.107120231138762279e+01,1.514897346496582031e-01,8.198991417884826660e-01,2.861116454005241394e-02
4.233125973070004733e+01,-7.107151387350705818e+01,1.603627204895019531e-01,8.221538066864013672e-01,1.748346909880638123e-02
4.233125973070004733e+01,-7.107182543562649357e+01,1.600230038166046143e-01,8.270999193191528320e-01,1.287704892456531525e-02
4.233125973070004733e+01,-7.107213699774592897e+01,1.300673931837081909e-01,8.574597239494323730e-01,1.247296016663312912e-02
4.233125973070004733e+01,-7.107244855986536436e+01,1.209404617547988892e-01,8.614962697029113770e-01,1.756329461932182312e-02
4.233125973070004733e+01,-7.107276012198479975e+01,1.407229900360107422e-01,8.278238177299499512e-01,3.145310655236244202e-02
4.233125973070004733e+01,-7.107307168410423515e+01,1.218395084142684937e-01,8.334336280822753906e-01,4.472685232758522034e-02
4.233125973070004733e+01,-7.107338324622367054e+01,1.024956405162811279e-01,8.532614707946777344e-01,4.424292221665382385e-02
4.233125973070004733e+01,-7.107369480834310593e+01,8.432569354772567749e-02,8.864376544952392578e-01,2.923662960529327393e-02
4.233125973070004733e+01,-7.107400637046254133e+01,6.292735040187835693e-02,9.149903059005737305e-01,2.208244055509567261e-02
4.233125973070004733e+01,-7.107431793258197672e+01,5.356417968869209290e-02,9.217642545700073242e-01,2.467160113155841827e-02
4.233125973070004733e+01,-7.107462949470141211e+01,6.205755099654197693e-02,8.964666724205017090e-01,4.147576540708541870e-02
4.233125973070004733e+01,-7.107494105682084751e+01,6.956673413515090942e-02,8.560550212860107422e-01,7.437819987535476685e-02
4.233125973070004733e+01,-7.107525261894028290e+01,8.140306919813156128e-02,8.231685757637023926e-01,9.542831778526306152e-02
4.233125973070004733e+01,-7.107556418105971829e+01,9.498192369937896729e-02,7.871534228324890137e-01,1.178646907210350037e-01
4.233125973070004733e+01,-7.107587574317915369e+01,1.253987848758697510e-01,7.063698768615722656e-01,1.682313084602355957e-01
4.233125973070004733e+01,-7.107618730529858908e+01,1.556093990802764893e-01,6.245232820510864258e-01,2.198673486709594727e-01
4.233125973070004733e+01,-7.107649886741802447e+01,1.834545582532882690e-01,5.564586520195007324e-01,2.600867450237274170e-01
4.233125973070004733e+01,-7.107681042953745987e+01,2.092161476612091064e-01,4.993540048599243164e-01,2.914298474788665771e-01
4.233125973070004733e+01,-7.107712199165689526e+01,2.292057126760482788e-01,4.471269547939300537e-01,3.236673176288604736e-01
4.233125973070004733e+01,-7.107743355377633065e+01,2.309982031583786011e-01,3.949963152408599854e-01,3.740055263042449951e-01
4.233125973070004733e+01,-7.107774511589576605e+01,2.247900068759918213e-01,3.356869220733642578e-01,4.395230710506439209e-01
4.233125973070004733e+01,-7.107805667801520144e+01,2.116657644510269165e-01,2.744299471378326416e-01,5.139042735099792480e-01
4.233125973070004733e+01,-7.107836824013463684e+01,1.957691162824630737e-01,2.179931849241256714e-01,5.862377285957336426e-01
4.233125973070004733e+01,-7.107867980225407223e+01,1.850402802228927612e-01,1.651342213153839111e-01,6.498255133628845215e-01
4.233125973070004733e+01,-7.107899136437350762e+01,1.797651350498199463e-01,1.236795559525489807e-01,6.965552568435668945e-01
4.233125973070004733e+01,-7.107930292649294302e+01,1.969660222530364990e-01,9.711927175521850586e-02,7.059147357940673828e-01
4.233125973070004733e+01,-7.107961448861237841e+01,2.294062376022338867e-01,7.149652391672134399e-02,6.990972757339477539e-01
4.233125973070004733e+01,-7.107992605073181380e+01,2.646615207195281982e-01,5.186994373798370361e-02,6.834685802459716797e-01
4.233125973070004733e+01,-7.108023761285124920e+01,2.456519305706024170e-01,4.397469386458396912e-02,7.103734016418457031e-01
4.233125973070004733e+01,-7.108054917497068459e+01,2.114058434963226318e-01,3.962523117661476135e-02,7.489689588546752930e-01
