4.233125973070004733e+01,-7.106964450079044582e+01,3.007524609565734863e-01,1.995742917060852051e-01,4.996732175350189209e-01
4.233125973070004733e+01,-7.106995606290988121e+01,4.650999605655670166e-01,2.335828989744186401e-01,3.013170659542083740e-01
4.233125973070004733e+01,-7.107026762502931660e+01,6.088696718215942383e-01,2.112344652414321899e-01,1.798958927392959595e-01
4.233125973070004733e+01,-7.107057918714875200e+01,6.041700839996337891e-01,2.518691122531890869e-01,1.439608037471771240e-01
4.233125973070004733e+01,-7.107089074926818739e+01,4.508285820484161377e-01,4.139774143695831299e-01,1.351939588785171509e-01
4.233125973070004733e+01,-7.107120231138762279e+01,3.032427728176116943e-01,5.838328599929809570e-01,1.129243373870849609e-01
4.233125973070004733e+01,-7.107151387350705818e+01,1.985036283731460571e-01,7.020010948181152344e-01,9.949523210525512695e-02
4.233125973070004733e+01,-7.107182543562649357e+01,1.319327950477600098e-01,7.588607072830200195e-01,1.092064753174781799e-01
4.233125973070004733e+01,-7.107213699774592897e+01,7.472405582666397095e-02,7.588041424751281738e-01,1.664717942476272583e-01
4.233125973070004733e+01,-7.107244855986536436e+01,5.417021363973617554e-02,7.046697139739990234e-01,2.411601096391677856e-01
4.233125973070004733e+01,-7.107276012198479975e+01,5.186225846409797668e-02,6.342003941535949707e-01,3.139373958110809326e-01
4.233125973070004733e+01,-7.107307168410423515e+01,6.191715970635414124e-02,5.824893116950988770e-01,3.555935323238372803e-01
4.233125973070004733e+01,-7.107338324622367054e+01,5.618250370025634766e-02,5.516232252120971680e-01,3.921942412853240967e-01
4.233125973070004733e+01,-7.107369480834310593e+01,3.275412321090698242e-02,4.970632195472717285e-01,4.701825678348541260e-01
4.233125973070004733e+01,-7.107400637046254133e+01,1.916540041565895081e-02,4.298162162303924561e-01,5.510183572769165039e-01
4.233125973070004733e+01,-7.107431793258197672e+01,1.273750048130750656e-02,3.581364154815673828e-01,6.291260719299316406e-01
4.233125973070004733e+01,-7.107462949470141211e+01,9.712670929729938507e-03,2.863819897174835205e-01,7.039054036140441895e-01
4.233125973070004733e+01,-7.107494105682084751e+01,9.441506117582321167e-03,2.396980077028274536e-01,7.508604526519775391e-01
4.233125973070004733e+01,-7.107525261894028290e+01,1.675192080438137054e-02,2.572823762893676758e-01,7.259656786918640137e-01
4.233125973070004733e+01,-7.107556418105971829e+01,2.838497608900070190e-02,2.328929305076599121e-01,7.387221455574035645e-01
4.233125973070004733e+01,-7.107587574317915369e+01,4.828765243291854858e-02,1.912262737751007080e-01,7.604860067367553711e-01
4.233125973070004733e+01,-7.107618730529858908e+01,7.715272158384323120e-02,1.612770557403564453e-01,7.615702748298645020e-01
4.233125973070004733e+01,-7.107649886741802447e+01,1.159798726439476013e-01,1.385160833597183228e-01,7.455040216445922852e-01
4.233125973070004733e+01,-7.107681042953745987e+01,1.619586646556854248e-01,1.199215054512023926e-01,7.181198000907897949e-01
4.233125973070004733e+01,-7.107712199165689526e+01,2.013269513845443726e-01,1.055215671658515930e-01,6.931514739990234375e-01
4.233125973070004733e+01,-7.107743355377633065e+01,2.000880837440490723e-01,9.635556489229202271e-02,7.035563588142395020e-01
4.233125973070004733e+01,-7.107774511589576605e+01,1.787575036287307739e-01,9.074640274047851562e-02,7.304961085319519043e-01
4.233125973070004733e+01,-7.107805667801520144e+01,1.495499610900878906e-01,8.660863339900970459e-02,7.638413906097412109e-01
4.233125973070004733e+01,-7.107836824013463684e+01,1.246745660901069641e-01,8.329332619905471802e-02,7.920321226119995117e-01
4.233125973070004733e+01,-7.107867980225407223e+01,1.074050813913345337e-01,7.939680665731430054e-02,8.131981492042541504e-01
4.233125973070004733e+01,-7.107899136437350762e+01,9.992551803588867188e-02,7.586754858493804932e-02,8.242068886756896973e-01
4.233125973070004733e+01,-7.107930292649294302e+01,1.057643964886665344e-01,7.365932315587997437e-02,8.205762505531311035e-01
4.233125973070004733e+01,-7.107961448861237841e+01,1.263759583234786987e-01,7.337703555822372437e-02,8.002470135688781738e-01
4.233125973070004733e+01,-7.107992605073181380e+01,1.435918807983398438e-01,7.018728554248809814e-02,7.862207889556884766e-01
4.233125973070004733e+01,-7.108023761285124920e+01,1.637346893548965454e-01,7.127727568149566650e-02,7.649880647659301758e-01
4.233125973070004733e+01,-7.108054917497068459e+01,1.765878945589065552e-01,8.583534508943557739e-02,7.375767827033996582e-01
4.233125973070004733e+01,-7.108086073709011998e+01,1.872170865535736084e-01,1.070051267743110657e-01,7.057777643203735352e-01
