X,Y,Number,Name,Latitude,Longitude,District,Public_,Total_docks,ObjectId
-7909834.16692552,5215165.05833613,D32057,Clinton St at North St,42.36070284,-71.05524927,Boston,Yes,18,232
-7911599.88663222,5204122.41208343,C32055,Codman Square Library,42.2873611,-71.071111,Boston,Yes,17,233
-7914884.68435543,5212063.98315699,B32006,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.34011512,-71.10061884,Boston,Yes,14,234
-7911799.03720125,5207465.2216611,B32029,Columbia Rd at Ceylon St,42.309572,-71.0729,Boston,Yes,15,235
-7909316.71608369,5210575.48073618,C32052,Columbia Rd at Tierney Community Center,42.33023071,-71.05060093,Boston,Yes,19,236
-7912197.74131587,5212760.86733792,C32077,Columbus Ave at W. Canton St,42.34474225,-71.07648162,Boston,Yes,19,237
-7916934.74966386,5213807.6567584,A32002,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,Boston,Yes,15,238
-7917182.72162196,5213785.86506989,K32006,Commonwealth Ave At Babcock St,42.35154735,-71.12126246,Brookline,Yes,15,239
-7920569.68392104,5212083.76183782,D32033,Commonwealth Ave at Chiswick Rd,42.34024645,-71.15168806,Boston,Yes,19,240
-7918461.84602329,5213436.0089157,A32017,Commonwealth Ave at Griggs St,42.34922469,-71.13275303,Boston,Yes,15,241
-7919265.47701205,5213305.55988933,D32034,Commonwealth Ave at Kelton St,42.34835863,-71.13997217,Boston,Yes,15,242
-7893249.98176986,5239214.55325393,T32013,Community Life Center,42.520136,-70.906271,Salem,Yes,9,243
-7916077.8189029,5220193.56398532,S32022,Community Path at Cedar Street,42.39407224,-71.11133695,Somerville,Yes,15,244
-7915437.73739681,5219960.34801738,S32040,Community Path at Lowell St,42.392525,-71.105587,Somerville,Yes,19,245
-7920814.54672577,5219688.13634568,M32074,Concord Ave at Spinelli Place,42.390719,-71.1538877,Cambridge,Yes,19,246
-7910087.21505241,5215122.10902811,D32009,Congress St at Boston City Hall,42.36041775,-71.05752244,Boston,Yes,23,247
-7907873.91195588,5213266.60447069,C32032,Congress St at Northern Ave,42.3481,-71.03764,Boston,Yes,14,248
-7909171.91169007,5213704.09584746,C32010,Congress St at Sleeper St,42.3510045,-71.04930013,Boston,Yes,19,249
-7915766.0987252,5218621.0622387,S32004,Conway Park - Somerville Avenue,42.38363895,-71.10853672,Somerville,Yes,23,250
-7917413.76967788,5212287.31160789,K32001,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,Brookline,Yes,19,251
-7921142.22789207,5216878.62037563,W32001,Coolidge Sq.,42.37207611,-71.15683131,Watertown,Yes,12,252
-7912299.09214626,5213541.98745809,D32005,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,Boston,Yes,32,253
-7916004.96474895,5219325.96528257,S32037,Craigie at Summer St,42.38831608,-71.11068249,Somerville,Yes,19,254
-7909925.19621273,5215482.66238264,D32010,Cross St at Hanover St,42.362811,-71.056067,Boston,Yes,19,255
-7916533.45514469,5207387.24761808,E32001,Curtis Hall - South St at Centre St,42.309054,-71.11543,Boston,Yes,15,256
-7917639.10481754,5210215.97396012,K32009,Cypress St at Clark Playground,42.32784317,-71.12536222,Brookline,Yes,15,257
-7915717.42984382,5215327.40242468,M32030,Dana Park,42.36178044,-71.10809952,Cambridge,Yes,19,258
-7918465.73886588,5219423.92065793,M32031,Danehy Park,42.388966,-71.132788,Cambridge,Yes,17,259
-7919159.37061301,5219497.773701,M32075,Danehy Park at New Street,42.389456,-71.139019,Cambridge,Yes,19,260
-7912347.63189703,5213697.60977155,D32045,Dartmouth St at Newbury St,42.35096144,-71.07782811,Boston,Yes,19,261
-7917378.81535778,5220630.20898321,S32006,Davis Square,42.396969,-71.123024,Somerville,Yes,25,262
-7906771.06976059,5217966.42069676,A32051,Day Sq,42.379295,-71.027733,Boston,Yes,16,263
-7914513.24015772,5213438.88283315,B32037,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,Boston,Yes,18,264
-7920155.93720364,5220771.77970917,M32066,Discovery Park - 30 Acorn Park Drive,42.39790817,-71.14797131,Cambridge,Yes,23,265
-7910070.94348244,5212655.17617052,C32009,Dorchester Ave at Gillette Park,42.34404051,-71.05737627,Boston,Yes,15,266
-7913019.73556784,5210517.09839161,B32017,Dudley Square - Bolling Building,42.32984299,-71.08386572,Boston,Yes,18,267
-7912072.21523166,5209838.01673451,C32015,Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave,42.325333,-71.075354,Boston,Yes,0,268
-7910583.42836179,5209119.53651203,C32018,E Cottage St at Columbia Rd,42.320561,-71.06198,Boston,Yes,0,269
-7908073.28516389,5216495.88593797,A32031,East Boston Neighborhood Health Center - 20 Maverick Square,42.369536,-71.039431,Boston,Yes,16,270
-7912944.19861416,5219222.27614939,S32017,East Somerville Library (Broadway and Illinois),42.38762811,-71.08318716,Somerville,Yes,15,271
-7913384.65978297,5219153.92938919,S32038,Edgerly Education Center,42.38717463,-71.08714389,Somerville,Yes,15,272
-7911321.14262728,5217916.69091893,A32022,Edwards Playground - Main St at Eden St,42.378965,-71.068607,Boston,Yes,19,273
-7911471.42393985,5216548.47105789,M32034,EF - North Point Park,42.369885,-71.069957,Cambridge,Yes,23,274
-7914663.73297733,5208386.50796897,E32004,Egleston Square - Atherton St at Washington St,42.315692,-71.098634,Boston,Yes,15,275
-7916701.70342308,5219508.07699993,S32039,Elm St at White St,42.38952436,-71.1169414,Somerville,Yes,19,276
-7911748.67626362,5220076.05240815,V32005,Encore,42.39329263,-71.0724476,Everett,Yes,15,277
-7893168.05062464,5238623.56821871,T32011,Essex St at Dalton Parkway,42.516223,-70.905535,Salem,Yes,11,278
-7909973.72037877,5222135.87956687,V32003,Everett Square (Broadway at Chelsea St),42.40695679,-71.0565029,Everett,Yes,16,279
-7908645.51187437,5214063.50460337,A32000,Fan Pier,42.35339051,-71.0445714,Boston,Yes,15,280
-7921482.14752318,5213969.46391161,A32038,Faneuil St at Arlington St,42.35276621,-71.15988486,Boston,Yes,15,281
-7906461.26761772,5211052.72156154,C32051,Farragut Rd at E. 6th St,42.3334,-71.02495,Boston,Yes,22,282
-7910439.79950199,5205969.29921478,C32041,Fields Corner T Stop,42.29963349,-71.06068976,Boston,Yes,0,283
-7913443.91292153,5211173.72023527,B32064,Flat 9 at Whittier,42.33420351,-71.08767617,Boston,Yes,15,284
-7912669.20496286,5220034.71772895,S32047,Foley St at Grand Union Blvd,42.3930184,-71.08071685,Somerville,Yes,19,285
-7916401.98682606,5206163.38006385,E32010,Forest Hills,42.300923,-71.114249,Boston,Yes,40,286
-7891096.95149843,5237139.39688135,T32010,Forest River Park,42.506395,-70.88693,Salem,Yes,11,287
-7913759.48475361,5211926.46576529,B32062,Forsyth St at Huntington Ave,42.339202,-71.090511,Boston,Yes,15,288
-7913746.48931626,5219743.20808388,S32015,Foss Park,42.39108438,-71.09039426,Somerville,Yes,15,289
-7912510.95651433,5206645.7630901,C32037,Four Corners - 157 Washington St,42.30412793,-71.07929528,Boston,Yes,11,290
-7913950.28636083,5207498.94036493,C32027,Franklin Park - Seaver St at Humboldt Ave,42.309796,-71.092225,Boston,Yes,15,291
-7913184.63090316,5206546.58367769,C32030,Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave,42.303469,-71.085347,Boston,Yes,13,292
-7919655.84997598,5218476.28353861,M32051,Fresh Pond Reservation,42.38267828,-71.14347895,Cambridge,Yes,17,293
-7913540.27441234,5216026.45991621,M32078,Galileo Galilei Way at Fulkerson St/Binney St,42.3664204,-71.0885418,Cambridge,Yes,19,294
-7913673.69972762,5215511.70611235,M32072,Galileo Galilei Way at Main Street,42.36300378,-71.08974038,Cambridge,Yes,19,295
-7909769.34669923,5203462.53207103,C32040,Gallivan Blvd at Adams St,42.28297568,-71.05466698,Boston,Yes,15,296
-7908734.18675434,5208864.1488914,C32090,Geiger Gibson Community Health Center,42.31886468,-71.04536798,Boston,Yes,19,297
-7914219.61273686,5219087.74587631,S32046,Gilman Square T at Medford St,42.3867355,-71.0946444,Somerville,Yes,19,298
-7908670.57657091,5223238.94953377,V32006,Glendale Square (Ferry St at Broadway),42.41427294,-71.04479656,Everett,Yes,15,299
-7907050.48613526,5218434.91515794,A32034,Glendon St at Condor St,42.38240378,-71.03024304,Boston,Yes,0,300
-7893723.86884217,5239329.49228603,T32014,Goodhue St at Grove St,42.520897,-70.910528,Salem,Yes,11,301
-7913295.43164512,5217029.85696181,M32081,Gore Street at Lambert Street,42.3730798,-71.08634234,Cambridge,Yes,19,302
-7907645.1949301,5216652.81797773,A32049,Gove St at Orleans St,42.37057753,-71.0355854,Boston,Yes,19,303
-7910340.27987722,5215032.87108579,B32032,Government Center - Cambridge St at Court St,42.3598254,-71.05979576,Boston,Yes,35,304
-7917542.93479625,5218516.37411783,M32068,Graham and Parks School ? Linnaean St at Walker St,42.3829443,-71.12449831,Cambridge,Yes,19,305
-7908459.45247746,5222316.6779425,V32015,Gramsdorf Playground,42.408156,-71.0429,Everett,Yes,14,306
-7915632.99178367,5207616.80624119,E32005,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,Boston,Yes,23,307
-7912695.38174112,5207215.044669,B32028,Grove Hall Library - 41 Geneva Ave,42.30791,-71.080952,Boston,Yes,15,308
-7917054.77099925,5220542.45057753,S32019,Grove St at Community Path,42.39638681,-71.12011306,Somerville,Yes,15,309
-7908549.91069567,5224200.34003414,V32012,Hale Park,42.4206487,-71.0437126,Everett,Yes,11,310
-7910596.74217289,5213466.34626126,D32043,Harrison Ave at Bennet St,42.3494261,-71.0620996,Boston,Yes,19,311
-7911448.38080525,5211925.2609608,C32093,Harrison Ave at E. Dedham St,42.339194,-71.06975,Boston,Yes,19,312
-7910790.51712371,5212832.16368057,C32057,Harrison Ave at Mullins Way,42.34521562,-71.06384031,Boston,Yes,19,313
-7918180.7286868,5213482.02182465,D32035,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,Boston,Yes,15,314
-7917251.54489715,5216899.81948007,M32016,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,Cambridge,Yes,23,315
-7917036.06264562,5217923.62293289,M32020,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,Cambridge,Yes,19,316
-7917151.94734873,5217067.37679912,M32017,Harvard Square at Brattle St / Eliot St,42.3733288,-71.12098601,Cambridge,Yes,15,317
-7916884.0002212,5217058.21531508,M32018,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,Cambridge,Yes,19,318
-7917588.04701989,5212702.05432153,K32017,Harvard St and Stedman St,42.34435176,-71.12490356,Brookline,Yes,15,319
-7914283.93536503,5215962.26595453,M32055,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,Cambridge,Yes,19,320
-7917509.72707895,5216267.31733604,A32052,Harvard Stadium: N. Harvard St at Soldiers Field Rd,42.368019,-71.1242,Boston,Yes,15,321
-7916693.19861398,5217762.98234882,M32023,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,Cambridge,Yes,17,322
-7916377.05126013,5217525.49244756,M32021,Harvard University Gund Hall at Quincy St / Kirkland St,42.376369,-71.114025,Cambridge,Yes,15,323
-7916398.09064389,5216056.68352487,M32014,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,Cambridge,Yes,15,324
-7917610.6938571,5218115.91299653,M32024,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,Cambridge,Yes,19,325
-7916693.79306006,5216451.14662743,M32038,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36923907,-71.11687034,Cambridge,Yes,19,326
-7891475.78285755,5239552.18498047,T32008,Hawthorne Boulevard,42.5223714,-70.8903331,Salem,Yes,9,327
-7909985.08609878,5217623.8933142,D32026,Hayes Square - Vine St at Moulton St,42.377022,-71.056605,Boston,Yes,19,328
-7917192.72367821,5209734.44351534,K32010,High St at Cypress St,42.32464511,-71.12135231,Brookline,Yes,15,329
-7915134.29938922,5211657.71984806,B32003,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,Boston,Yes,25,330
-7917991.13044327,5215100.40771731,A32040,Honan Library,42.3602737,-71.12852452,Boston,Yes,15,331
-7911815.25979065,5218079.49663555,D32060,Hood Park,42.38004535,-71.07304573,Boston,Yes,23,332
-7914689.99992437,5211532.43509938,B32033,Huntington Ave at Mass Art,42.33658555,-71.09886996,Boston,Yes,15,333
-7918630.69320053,5218321.40999118,M32044,Huron Ave At Vassal Lane,42.38165061,-71.13426981,Cambridge,Yes,19,334
-7917223.77625017,5200437.40927252,C32100,Hyde Park Ave at Arlington St,42.26286746,-71.12163126,Boston,Yes,0,335
-7916598.24308833,5205432.54415661,C32089,Hyde Park Ave at Walk Hill St,42.29606705,-71.116012,Boston,Yes,15,336
-7917321.48582002,5199530.45253567,E32013,Hyde Park Library,42.2568376,-71.122509,Boston,Yes,15,337
-7915911.35841554,5209300.84675118,E32003,Hyde Square - Barbara St at Centre St,42.32176526,-71.10984161,Boston,Yes,15,338
-7906874.70820652,5212773.6318696,C32020,ID Building East,42.344827,-71.028664,Boston,Yes,17,339
-7907203.10070436,5212768.96283537,C32021,ID Building West,42.344796,-71.031614,Boston,Yes,19,340
-7910717.79098718,5212935.39273535,C32025,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,Boston,Yes,27,341
-7914845.27168972,5217208.76915628,M32062,Inman Square at Springfield St.,42.37426714,-71.10026479,Cambridge,Yes,25,342
-7917554.00885919,5215618.51994813,A32011,Innovation Lab - 125 Western Ave at Batten Way,42.36371276,-71.12459779,Boston,Yes,19,343
-7914831.53709094,5209476.38642079,E32006,Jackson Square T Stop,42.32293117,-71.10014141,Boston,Yes,18,344
-7916564.50326387,5206934.41325216,D32052,Jamaica St at South St,42.30604563,-71.11570891,Boston,Yes,19,345
-7917969.71146005,5213033.33019138,K32004,JFK Crossing at Harvard St. / Thorndike St.,42.34655124,-71.12833211,Brookline,Yes,15,346
-7909381.21793624,5209086.22456188,C32013,JFK/UMass T Stop,42.32033974,-71.05118036,Boston,Yes,15,347
-7910409.38590391,5222015.94072304,V32013,Kearins Playground,42.40616124,-71.06041655,Everett,Yes,11,348
-7912830.73733637,5215595.52936516,M32032,Kendall Street,42.36356016,-71.08216792,Cambridge,Yes,15,349
-7913140.9647197,5215424.93676551,M32004,Kendall T,42.36242784,-71.08495474,Cambridge,Yes,23,350
-7914482.83880479,5213357.88177388,B32010,Kenmore Square,42.348706,-71.097009,Boston,Yes,26,351
-7913233.9621355,5216498.44437057,M32065,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,Cambridge,Yes,19,352
-7918886.2816382,5205086.3327732,C32096,Knoll St at Centre St,42.29376656,-71.1365658,Boston,Yes,0,353
-7891642.75207498,5237899.39996861,T32006,Lafayette at Leach St,42.51142784,-70.89183301,Salem,Yes,11,354
-7914879.60818665,5215581.14596658,M32009,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,Cambridge,Yes,15,355
-7915077.71569205,5212602.46959163,B32015,Landmark Center - Brookline Ave at Park Dr,42.34369056,-71.10235287,Boston,Yes,15,356
-7925153.0346363,5210620.24649943,N32008,Langley Lot,42.330528,-71.192861,Newton,Yes,11,357
-7914834.50598176,5213152.84496186,B32058,Lansdowne T Stop,42.34734473,-71.10016808,Boston,Yes,27,358
-7912203.01563334,5216667.80570903,M32001,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,Cambridge,Yes,19,359
-7916932.95742005,5219089.63282269,M32039,Lesley University,42.38674802,-71.11901879,Cambridge,Yes,15,360
-7909347.44805551,5215642.36030755,D32006,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,Boston,Yes,19,361
-7918212.8209828,5220759.69478015,M32025,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,Cambridge,Yes,19,362
-7920277.70736823,5222497.29131344,L32002,Linwood St at Minuteman Bikeway,42.40935396,-71.14906519,Arlington,Yes,11,363
-7915539.37209191,5211840.1720314,A32004,Longwood Ave at Binney St,42.338629,-71.1065,Boston,Yes,15,364
-7916359.97818982,5214640.14977275,M32022,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,Cambridge,Yes,19,365
-7915477.03762984,5220752.97172542,S32013,Magoun Square at Trum Field,42.3977834,-71.10594004,Somerville,Yes,19,366
-7910875.9759836,5217410.06486368,D32020,Main St at Austin St,42.375603,-71.064608,Boston,Yes,11,367
-7911546.23063766,5218201.81185816,D32036,Main St at Baldwin St,42.380857,-71.070629,Boston,Yes,19,368
-7915978.4161636,5222852.36473828,F32001,Main St at Brooks Park,42.411709,-71.110444,Medford,Yes,11,369
-7910789.92490402,5217300.88763798,D32038,Main St at Thompson Sq,42.37487847,-71.06383499,Boston,Yes,15,370
-7913877.02700394,5215496.31193016,M32080,Main Street/Albany Street/Technology Square,42.3629016,-71.0915669,Cambridge,Yes,23,371
-7911830.09533918,5225088.91730985,G32001,Malden Center T Station,42.426541,-71.073179,Malden,Yes,11,372
-7910801.2750393,5225088.41360374,G32003,Malden High School,42.42653766,-71.06393695,,Yes,11,373
-7917120.7367031,5212065.08406321,K32012,Marion St at Harvard St,42.34012243,-71.12070564,Brookline,Yes,15,374
-7908033.45059731,5218173.52693461,A32048,Marion St at White St,42.38066931,-71.03907316,Boston,Yes,0,375
-7915033.98160371,5209663.36020012,E32012,Martha Eliot Health Center,42.324173,-71.10196,Boston,Yes,16,376
-7914448.74609754,5215263.81732497,M32061,Mass Ave at Albany St,42.36135838,-71.09670274,Cambridge,Yes,18,377
-7920439.52583282,5223228.27275761,L32006,Mass Ave at Broadway,42.41420213,-71.15051883,Arlington,Yes,0,378
-7919693.96243004,5222181.67096177,L32003,Mass Ave at Grafton St,42.40726052,-71.14382132,Arlington,Yes,0,379
-7917332.45635583,5219762.09997355,M32056,Mass Ave at Hadley/Walden,42.39120972,-71.12260755,Cambridge,Yes,19,380
-7912964.4999497,5212250.88904802,C32063,Mass Ave T Station,42.34135616,-71.08336953,Boston,Yes,16,381
-7912769.70976512,5212169.23699729,C32004,Massachusetts Ave at Columbus Ave,42.340814,-71.0816197,Boston,Yes,14,382
-7914064.3888389,5202621.94833677,C32050,Mattapan Library,42.2773889,-71.09325,Boston,Yes,15,383
-7914107.9147598,5201194.72546748,C32045,Mattapan T Stop,42.267902,-71.093641,Boston,Yes,15,384
-7908111.94530985,5216391.63265801,A32030,Maverick Square - Lewis Mall,42.36884408,-71.03977829,Boston,Yes,33,385
-7907397.43670542,5216225.46441633,A32044,Maverick St at Massport Path,42.36774122,-71.03335975,Boston,Yes,15,386
-7892073.3069223,5238897.26233522,T32004,Mayor Salvo Path at Mill St,42.5180352,-70.89570075,Salem,Yes,11,387
-7915717.70591616,5223759.31713372,F32002,Medford Sq - Riverside Ave at River St,42.417724,-71.108102,Medford,Yes,11,388
-7910425.04521668,5218137.38311785,D32037,Medford St at Charlestown BCYF,42.38042947,-71.06055722,Boston,Yes,19,389
-7914058.60022538,5214772.94316135,M32006,MIT at Mass Ave / Amherst St,42.3581,-71.093198,Cambridge,Yes,27,390
-7913335.04245953,5215140.78831491,M32070,MIT Carleton St at Amherst St,42.36054174,-71.08669817,Cambridge,Yes,27,391
-7913203.73110139,5215188.63993777,M32071,MIT Hayward St at Amherst St,42.36085937,-71.08551858,Cambridge,Yes,27,392
-7914959.92742565,5214994.87723451,M32041,MIT Pacific St at Purrington St,42.3595732,-71.10129476,Cambridge,Yes,19,393
-7913831.28693837,5215380.2507266,M32005,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,Cambridge,Yes,35,394
-7915254.92630264,5214396.51829276,M32042,MIT Vassar St,42.35560121,-71.10394478,Cambridge,Yes,53,395
-7913842.93095711,5209251.59607538,B32023,MLK Blvd at Washington St,42.32143814,-71.09126061,Boston,Yes,15,396
-7912621.24296025,5202826.28043219,C32103,Morton St at Gallivan Blvd,42.278747,-71.080286,Boston,Yes,15,397
-7913276.51623725,5203123.90814107,C23045,Morton St T,42.28072514,-71.08617242,Boston,Yes,0,398
-7918511.85964411,5217286.997404,M32043,Mt Auburn,42.37478629,-71.13320231,Cambridge,Yes,19,399
-7916902.49818098,5203743.76340283,C32080,Mt. Hope St at Hyde Park Ave,42.28484472,-71.11874517,Boston,Yes,0,400
-7911795.55290119,5214386.73725146,D32017,Mugar Way at Beacon St,42.35553628,-71.0728687,Boston,Yes,19,401
-7906326.45971437,5211511.72087541,C32023,Murphy Skating Rink - 1880 Day Blvd,42.336448,-71.023739,Boston,Yes,19,402
-7911605.65520824,5216217.7742751,M32045,Museum of Science,42.36769018,-71.07116282,Cambridge,Yes,19,403
-7910837.57075927,5215913.8529637,A32025,Nashua Street at Red Auerbach Way,42.365673,-71.064263,Boston,Yes,36,404
-7913919.2282229,5208568.66832031,B32027,NCAAA - Walnut Ave at Crawford St,42.316902,-71.091946,Boston,Yes,15,405
-7920018.35633177,5214656.82906238,D32001,New Balance - 20 Guest St,42.35732922,-71.1467354,Boston,Yes,15,406
-7913252.20183407,5213359.53863075,B32000,Newbury St at Hereford St,42.348717,-71.085954,Boston,Yes,23,407
-7911086.36982119,5210028.6369379,C32022,Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,42.326599,-71.066498,Boston,Yes,15,408
-7926657.18136951,5209346.07473109,N32010,Newton Highlands T,42.32206566,-71.20637298,Newton,Yes,15,409
-7926815.42981804,5211474.88114287,N32013,Newton Library,42.33620337,-71.20779455,Newton,Yes,13,410
-7921112.73490617,5216207.27416876,W32007,Nichols Ave. at Watertown Greenway,42.36762049,-71.15656637,Watertown,Yes,12,411
-7926110.49357662,5215162.30441625,N32002,Nonantum Library,42.36068456,-71.201462,Newton,Yes,15,412
-7893235.68723405,5240689.33031085,T32015,North St at Liberty Hill Ave,42.52989965,-70.90614259,,Yes,11,413
-7916790.23136132,5204697.13716417,C32078,Northbourne Rd at Hyde Park Ave,42.29118035,-71.11773666,Boston,Yes,0,414
-7913722.52668267,5212319.84262665,B32012,Northeastern University - North Parking Lot,42.341814,-71.090179,Boston,Yes,15,415
-7911230.52856177,5224684.60376714,G32002,Northern Strand at Main St,42.42386,-71.067793,Malden,Yes,11,416
-7922217.53966409,5213638.64783986,D32031,Oak Square - 615 Washington St,42.35057,-71.166491,Boston,Yes,15,417
-7915752.36412642,5214707.03281691,M32076,Old Morse Park at Putnam Ave,42.35766248,-71.10841334,Cambridge,Yes,15,418
-7910513.44179793,5214829.83323247,B32061,One Beacon St,42.35847764,-71.0613513,Boston,Yes,16,419
-7915312.8469469,5211131.43354467,B32036,One Brigham Circle,42.3339227,-71.10446509,Boston,Yes,15,420
-7912935.68935229,5215396.90721541,M32003,One Broadway / Kendall Sq at Main St / 3rd St,42.36224179,-71.08311072,Cambridge,Yes,23,421
-7913890.73043326,5216004.85446449,M32002,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Cambridge,Yes,19,422
-7912637.88633732,5215303.12897413,M32053,One Memorial Drive,42.36161932,-71.08043551,Cambridge,Yes,19,423
-7904362.67257728,5219094.60339093,A32035,Orient Heights T Stop - Bennington St at Saratoga St,42.386781,-71.006098,Boston,Yes,19,424
-7902873.91910326,5222165.99756436,R32002,Orr Sq (Shirley Ave),42.40715656,-70.9927243,Revere,Yes,11,425
-7917422.11863969,5221763.98590881,S32009,Packard Ave at Powderhouse Blvd,42.40449,-71.123413,Somerville,Yes,15,426
-7917468.65018685,5213893.36288489,A32012,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,Boston,Yes,27,427
-7915405.90002245,5213137.22115418,A32008,Park Dr at Buswell St,42.347241,-71.105301,Boston,Yes,15,428
-7911232.57461401,5213828.15005931,D32042,Park Plaza at Charles St S.,42.35182807,-71.06781138,Boston,Yes,19,429
-7912390.99083869,5205185.54205312,C32039,Park St at Norwell St,42.29442579,-71.07821761,Boston,Yes,0,430
-7915196.40008036,5217963.14304427,S32034,Perry Park,42.37927325,-71.10341903,Somerville,Yes,19,431
-7908656.5436359,5213584.45211065,C32107,Pier 4 Blvd at Autumn Ln,42.3502102,-71.0446705,Boston,Yes,19,432
-7907611.82023356,5215814.14404567,A32029,Piers Park,42.3650112,-71.03528559,Boston,Yes,0,433
-7916940.21656405,5219277.57275939,M32029,Porter Square Station,42.387995,-71.119084,Cambridge,Yes,19,434
-7906886.26539606,5215679.73001099,A32050,Porzio Park,42.36411904,-71.02876782,Boston,Yes,17,435
-7909761.60776823,5214434.65285104,D32012,Post Office Square,42.35585436,-71.05459746,Boston,Yes,19,436
-7916682.84590134,5221219.31583838,S32008,Powder House Circle - Nathan Tufts Park,42.400877,-71.116772,Somerville,Yes,15,437
-7912662.62820735,5213028.63090547,C32007,Prudential Center - 101 Huntington Ave,42.34652004,-71.08065777,Boston,Yes,18,438
-7909603.9281623,5214254.58497082,A32026,Purchase St at Pearl St,42.354659,-71.053181,Boston,Yes,19,439
-7920756.51253564,5223509.09663874,L32001,Railroad Lot and Minuteman Bikeway,42.41606457,-71.15336637,Arlington,Yes,11,440
-7917889.32765575,5219183.3054137,M32079,Raymond Park at Walden St,42.38736954,-71.12761001,Cambridge,Yes,19,441
-7905231.18724445,5222204.2071697,R32006,Revere City Hall,42.40741,-71.0139,Revere,Yes,11,442
-7904679.2652091,5222306.42585955,R32007,Revere Public Library,42.408088,-71.008942,Revere,Yes,11,443
-7918048.73605337,5219996.67364456,M32036,Rindge Avenue - O'Neill Library,42.392766,-71.129042,Cambridge,Yes,19,444
-7912639.33794348,5213293.47394715,C32058,Ring Rd,42.34827839,-71.08044855,Boston,Yes,15,445
-7912204.90917788,5216030.42845433,M32035,Rogers St & Land Blvd,42.36644674,-71.07654601,Cambridge,Yes,19,446
-7910697.96498587,5204695.35842338,C32097,Roseland St At Dorchester Ave,42.29116853,-71.0630089,Boston,Yes,12,447
