X,Y,FID,Species,Address,Notes,Season,Inspected,Alive,Leaning,TreeThere,Flag,Info,POINT_X,POINT_Y,Watered,GlobalID,CreationDa,Creator,EditDate,Editor,GlobalID_2,CreationDate,Creator_1,EditDate_1,Editor_1
755665.722850174,2910082.91401567,1,MALUS 'GOLDEN RAINDROPS', ,Cut pit Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1325959998,42.2328350409,No,{942b5ece-444b-4069-a710-d6f401f2de9b},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,f8d372b9-c3b2-4d95-b24b-af9ceef57d8e,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
755899.311621845,2910300.75019418,2,ACER GINNALA FLAME, ,Plant @ T ON SIDE,Spring 2019,Yes, , ,Y, , ,-71.1317299996,42.2334300402,No,{0805c76f-54b7-4ce5-851a-d5e18920e99c},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,350e3643-546a-47aa-927a-12f6471d8e3a,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
755768.007422507,2911233.09478617,3,ACER GINNALA FLAME, ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1322,42.2359900403,No,{f5bc3852-debf-4ea4-bb06-c378ab88ad1d},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,07307eb3-9fe1-4d5f-89d0-8d8238a96072,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
756071.272892088,2911241.69253801,4,MALUS 'GOLDEN RAINDROPS', ,Cut pit Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1310800002,42.2360100397,No,{0b3d3bee-e984-40e7-a8ae-d3b19b9185eb},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,77737dc0-8d93-4b32-8560-1f05adb48aa3,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
756098.021854341,2911318.33641359,5,ACER RUBRUM 'FRANK JR', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1309799998,42.2362200403,No,{9a45c98e-ec93-4bb3-b69b-383024820d3e},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,5acf1ee5-0553-4208-9477-988a8a836601,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
756098.021854341,2911318.33641359,6,ACER RUBRUM 'FRANK JR', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1309799998,42.2362200403,No,{ae8eb668-4ebb-4ee7-b0d6-0d0ca55320f2},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,c54eead9-ac90-48ca-b3b6-d9726152d930,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
756098.021854341,2911318.33641359,7,ACER RUBRUM 'FRANK JR', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1309799998,42.2362200403,No,{37e53bdd-dd7a-40ab-9f7e-cce6a2eafcb9},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,cc8641a7-f392-40a0-a0af-e4dc3f501345,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
757635.672978505,2912669.7448,8,MALUS 'GOLDEN RAINDROPS', ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1252799997,42.2399100397,No,{2aab5f83-31cb-4752-96f8-70f5752ff218},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,fc65f371-18da-45c8-8c1c-2337cadd5e1f,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758291.454147264,2913175.53315851,9,KOELREUTERIA PANICULATA, ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1228500003,42.2412900403,No,{6d59f4cc-cc1d-4ce9-8101-6a75e1e01ed1},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,100b2513-03dc-4942-b6d3-a99fb043fd3c,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758030.157425761,2913480.49153809,10,ACER CAMPESTRE 'QUEEN ELIZABETH', ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1238100002,42.2421300401,No,{e72f0336-8f6b-44b6-8b1b-2e30ecf2c3a8},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,233ccb5c-dbfd-4399-be70-78fe2f7437bc,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758085.508364931,2913823.28940892,11,ACER GINNALA FLAME, ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1236000001,42.2430700402,No,{93add46e-bf97-4ca7-8773-2ebb89a11819},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,1520bf5a-4e71-4bd9-b5da-659b1fb09ac3,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758114.488950014,2914005.62697075,12,MALUS 'GOLDEN RAINDROPS', ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1234899996,42.2435700398,No,{4492e007-87df-4c3c-a163-9a24980c73db},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,08ccbb54-0928-4112-8cbf-9f46cfb2073b,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
759014.178423584,2915667.72404026,13,MALUS 'GOLDEN RAINDROPS', ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1201399996,42.24812004,No,{9db21abd-734c-4511-bcad-52186e2ce536},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,91d7fef8-f8a6-4702-9aa6-393d790051ec,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758899.734426752,2915831.20337209,14,MALUS 'GOLDEN RAINDROPS', ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1205599997,42.2485700403,No,{57502d4f-717f-4202-83a1-8f25396df643},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,14d92450-8668-4f5a-9ccc-d808ffd4b9bd,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
752199.679585427,2916228.74030668,15,AMELANCHIER X CUMULUS, ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1452999997,42.2497400402,No,{36d05c8f-e5ab-4aef-86be-4be1e26bbfb3},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,85c2dd46-4439-4d9a-bb15-f7f3de95cbca,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
752302.50123018,2916243.74454175,16,ACER RUBRUM 'FRANK JR', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1449199997,42.2497800397,No,{90067f65-3b29-4d99-b83f-2a8f16484900},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,676f8c8a-982a-4449-8d0a-c9555b6e8971,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
761341.524162591,2916512.72727151,17,PRUNUS SUB AUTUMNALIS, ,Cut pit Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1115299997,42.2504100409,No,{49258f19-1bef-4a33-b18a-6f6fc2722890},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,db923824-cc42-4383-8f1b-50228efdda03,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
754921.303735346,2916717.60776725,18,ACER GINNALA FLAME, ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1352400004,42.2510500399,No,{a78255a7-2a7d-4496-883d-3e78a4872c2f},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,725db534-340f-402e-b1ff-5cc14eb8995c,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
753183.540806681,2917267.80384535,19,LIQUIDAMBAR STYR. 'HAPPI DAZE', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1416500001,42.2525800407,No,{71420dde-750a-4459-8f62-ee5b2fbb7161},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,c84d62e3-5993-4972-a194-2d864869d3c2,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
753183.540806681,2917267.80384535,20,LIQUIDAMBAR STYR. 'HAPPI DAZE', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1416500001,42.2525800407,No,{57a66479-d172-4a45-9a61-3975c404ebd6},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,048714e0-1390-4774-9d8e-19af7fcfaf24,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
753183.540806681,2917267.80384535,21,LIQUIDAMBAR STYR. 'HAPPI DAZE', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1416500001,42.2525800407,No,{cec3d19b-795c-4b3c-b583-29068da377d4},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,ac5d8486-3f7a-463a-b254-edafba6e2527,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
753592.127587929,2917320.54225692,22,SYRINGA RETICULATA 'IVORY SILK', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1401400003,42.2527200399,No,{2a3c20f2-8ab2-4286-9e72-d1b0322d7111},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,0bcb47cf-dbc5-4fc1-928f-bb8310bc32e8,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758661.479982004,2917659.53108026,23,PRUNUS VIRGINIANA CANADA RED, ,Cut pit Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.12141,42.25359004,No,{f75ea096-944e-413c-8c5d-7d107d389aab},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,66293df1-8016-40dc-b23a-9f16d4c5ca78,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758832.92288059,2918494.92671917,24,GLEDITSIA TRI. INERMIS SKYLINE, ,Plant @ T reset grate,Spring 2019,Yes, , ,Y, , ,-71.1207630208,42.2558803482,No,{3d9a0ce3-554f-402f-b1a1-cbf8bb2925dd},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,0905f47a-d671-4f75-be2c-6ac4da821274,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758021.178113014,2918536.86265892,25,ZELKOVA SERRATA 'GREEN VASE', ,Plant @ T Reset Grate,Fall 2018,Yes, , ,Y, , ,-71.1237607932,42.2560052877,No,{06471993-d3c8-4803-b9c4-7cf95f35293d},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,e5e01e85-249f-4769-8ec0-265f5359bb87,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758581.523120925,2918595.73557267,26,ZELKOVA SERRATA 'GREEN VASE', ,Plant @ T Reset Grate,Fall 2018,Yes, , ,Y, , ,-71.1216900004,42.2561600397,No,{6cf0c910-f538-4fc8-b18d-668519300ac5},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,4ac4fe51-f579-40b4-b351-7905227b9d44,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758427.461093083,2920373.42329025,27,QUERCUS X 'REGAL PRINCE', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1222300002,42.26104004,No,{bd2f975d-d97d-4cf5-9865-27adce64e7cf},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,6eeb0f39-062c-4baa-b54b-1fdf33282f44,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758440.818349838,2920413.56887926,28,CELTIS OCCIDENTALIS, ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.122179999,42.2611500398,No,{9f28cde7-29d9-4a60-8802-7c739646f108},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,0cfd719c-b0be-4bfc-b0d7-b4372af4c961,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758280.91611059,2920456.59143101,29,TILIA TOMENTOSA 'STERLING SILVER', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.122769999,42.2612700398,No,{dd37914d-fd8d-4f8b-9fac-de0cb18d9ffc},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,c1e7eeac-75f8-4ec7-be5c-cf6fa8f143cb,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758396.394226089,2920664.82231376,30,ACER RUBRUM 'FRANK JR', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1223399989,42.2618400402,No,{cd2008b5-a01c-4d65-b303-7db1ff8de7f9},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,e5fb91a5-8a74-4c06-af6b-b5f3cdbfbf34,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758412.409942091,2920715.91210659,31,TILIA TOMENTOSA 'STERLING SILVER', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1222799986,42.2619800401,No,{04a85802-cd4e-47b8-ab07-6d4ee7b81d98},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,e903a5aa-affe-4de5-a8e3-bc102e61d610,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758520.799161002,2920964.75511284,32,CELTIS OCCIDENTALIS, ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1218755124,42.2626615691,No,{bd2c9f6b-860c-4b4d-8566-84e826da1253},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,6156a348-db85-42a2-8957-b68ab16822b6,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
746790.261926591,2921031.79041184,33,SYRINGA RETICULATA 'IVORY SILK', ,Plant @ T ON SIDE ON STIMSON,Fall 2018,Yes, , ,Y, , ,-71.16521,42.2629800409,No,{4387c744-d723-4793-a3e8-489de8861e6a},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,bd6c71bd-b250-4193-8fd1-909f627950a2,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
746676.016748264,2921173.4659815,34,MALUS 'ROYAL RAINDROPS', ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1656300002,42.2633700413,No,{979a843e-3f5b-4c81-a619-809cb2038344},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,0dc8158c-53bf-4fd9-b1f3-c561f06ef36b,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
746589.298089668,2921198.63522251,35,PRUNUS SUB AUTUMNALIS, ,Plant @ T ON SIDE ON SALMAN,Fall 2018,Yes, , ,Y, , ,-71.1659499998,42.2634400403,No,{124e4339-7539-41b0-9e2d-b9bebe63b6d8},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,5bb5d384-7a8e-4947-a3e0-806b1e3e64f5,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
761520.004776761,2921305.66781683,36,PRUNUS SUB AUTUMNALIS, ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1107899999,42.2635600412,No,{9c318fc2-e7a7-4627-8a5b-fcc1c1fe988b},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,9625cd04-7c25-40f0-87d4-67c2948de82f,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
760246.810472757,2921518.54501575,37,AMELANCHIER X CUMULUS, ,Cut pit Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.115489999,42.26416004,No,{f54df577-a2a4-4721-bf19-4d81f1d07e91},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,902d9d83-d095-4dc1-8f27-3d6532db87fa,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758773.59786801,2921672.2956925,38,ZELKOVA SERRATA 'GREEN VASE', ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1209299987,42.264600039,No,{9c3d940c-7fea-4170-815f-b4898aaa4ef2},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,591156d3-a56f-4035-93e5-aee18a1f4e41,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
764278.22006084,2921905.13577801,39,PRUNUS X YEDOENSIS, ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.10059,42.2651700399,No,{3fe0406b-2d0b-4248-84c9-2831be19013c},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,514c487b-4b75-43d2-89b8-d081d3284111,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
757340.654211596,2921906.4904341,40,TILIA TOMENTOSA 'STERLING SILVER', ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1262200004,42.265260041,No,{988bcf42-f038-441d-9877-b1957059050f},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,9800b582-95bd-4fa0-8b10-bbcae0c3a75e,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
756939.863674596,2921948.46804042,41,SYRINGA RETICULATA 'IVORY SILK', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1277,42.2653800412,No,{8007d755-dcd5-44f5-a87a-be867a749c74},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,487af579-a509-4f6f-8fb7-7be1dbe5a2e0,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
764312.87878418,2922018.26842576,42,ACER RUBRUM OCT. GLORY, ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1004600003,42.2654800397,No,{a348f10d-0652-4212-ab19-db7e92d63bfa},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,31315044-9816-46d3-b7a6-80ba79704e91,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
763026.888902083,2922074.23255268,43,PRUNUS ROSACEAE 'OKAME', ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1052099996,42.2656500412,No,{04621d5f-1fa7-439a-b359-b77c8b0d41bb},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,abf92860-7989-4f8f-acfd-3560082621b5,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
760890.529329672,2922228.43237551,44,QUERCUS PHELLOS, ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1130999997,42.2661000407,No,{3b4731e8-17d2-4b68-b125-b90d09b847b9},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,846ba6fd-0b53-4277-b4b1-2e27a947cf3f,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
760863.247232005,2922275.68326525,45,PRUNUS VIRGINIANA CANADA RED, ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1132000002,42.2662300402,No,{c47dbcf1-5709-412a-8b99-454f01d9ce5d},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,70c235bd-fa34-43a1-98ed-e3c75a08a74e,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
757765.595618919,2922527.87108108,46,GLEDITSIA TRI. INERMIS HALKA, ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1246400004,42.2669600402,No,{da38c106-ae46-4fcc-94d8-6df1b8935a60},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,bf5cadeb-daa8-437d-992e-9f23b472d16b,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
757156.257270679,2922601.72592026,47,MALUS 'GOLDEN RAINDROPS', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1268899999,42.2671700401,No,{f81bd6b2-e421-4641-b952-5106be3d42f9},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,9980ff62-c247-4c2d-ade8-defe6448e9c7,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
756216.804097086,2922652.29865375,48,MALUS 'GOLDEN RAINDROPS', ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1303599996,42.2673200403,No,{1843b969-11b6-4907-bffb-e6ba20547e15},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,6fe219c7-5fd5-4653-8457-3fe62fcd0d9c,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
756162.291738927,2922739.523873,49,MALUS 'GOLDEN RAINDROPS', ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1305599996,42.2675600412,No,{49ba566d-1e2e-4304-9a4a-60d6b144ce7b},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,d85557c2-ad6b-4730-8e83-eb37361e4bd7,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
759051.538913175,2922756.79975709,50,ULMUS CARPINIFOLIA 'ACCOLADE', ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1198853326,42.2675726119,No,{6d80f225-a159-40ff-941d-d15cc31b95f5},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,aea92e44-76c5-4a63-9e10-e8e4d06c7d9d,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
759051.538913175,2922756.79975709,51,GLEDITSIA TRI. INERMIS HALKA, ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1198853326,42.2675726119,No,{994dac5c-8653-4c66-8c7d-97f5a2a908a0},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,5e173944-2053-4d14-9d40-505fe290e627,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
762763.761147514,2922783.63730183,52,ACER TRUNCATUM 'NORWEGIAN SUNSET', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1061700004,42.2676000407,No,{40343ea3-52c3-4866-8f28-54b9ec38a412},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,215c4802-1f1e-466c-a13f-95a075a97824,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
746544.996997178,2922834.70740967,53,LIRIODENDRON 'EMERALD CITY', ,cut pit. Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1660899996,42.2679300411,No,{23fd0320-e8b8-4cf6-af50-a20707173e5a},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,544d8158-78d1-40c6-972c-9f87e34612ec,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
762662.690155417,2922983.60245308,54,PRUNUS X YEDOENSIS, ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1065400003,42.2681500412,No,{e071b70b-287e-460c-8d97-0937bc3f0c5a},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,174f5e81-ed2b-4fa7-9110-de4748dc9dff,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
758710.863085344,2922998.50891934,55,GLEDITSIA TRI. INERMIS HALKA, ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1211399997,42.26824004,Yes,{55d8872c-d8c8-4d25-ae8b-37154598dbaa},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,fb9e337a-a3fc-499a-9c96-ce0bb2a4ab9f,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
762494.241345346,2923121.30558975,56,ULMUS CARPINIFOLIA 'ACCOLADE', ,Plant @ T,Fall 2018,Yes, , ,Y, , ,-71.1071600004,42.2685300402,No,{c454d723-8102-48f3-aa8f-9bd89f552a0e},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,221f37f4-31b2-4e53-a0e6-3ba40534c6d2,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
762439.941257089,2923157.49777459,57,TILIA CORDATA 'GREEN SPIRE', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1073600004,42.2686300397,No,{9cff63f9-ab2d-44ed-8919-80d2f7fbad1e},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,35a06c3f-c4e6-46ea-9f84-642bd1704beb,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
765089.557020843,2923202.64466593,58,ACER RUBRUM OCT. GLORY, ,remove small stump. pLant @ T,Spring 2019,Yes, , ,Y, , ,-71.0975699996,42.2687200399,No,{03aad78c-3b7a-4d54-9014-2087b2fedde1},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,e4c77fde-88fb-48be-8aac-fc2dc62118bd,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
762171.652751669,2923229.14887801,59,MALUS 'ROYAL RAINDROPS', ,Plant @ T,Spring 2019,Yes, , ,Y, , ,-71.1083499996,42.2688300409,No,{7750f55d-df32-43d0-b6b6-a2c1db8c9f5f},2021/09/10 00:00:00+00,BostonGIS,2021/09/27 00:00:00+00,BostonGIS,360edfc5-ee54-446a-8d7c-c2b71df97b34,2021/09/27 15:54:42.091+00,BostonGIS,2021/10/25 14:16:15.413+00,BostonGIS
