pixelPlant,pixelPole,pixelLake,pixelRoad,pixelGrass,pixelWall,pixelCar,propertiesAsses,pixelSea,numCraigslistHouse,pixelRiver,pixelBus,pixelCeiling,pixelPath,pixelBuilding,crime,pixelFence,walkSchool,walkMbta,energySiteEUI,pixelPerson,pixelTree,pixelVan,walkPark,walkUniversity,pixelSidewalk,pixelGround,pixelMountain,pixelPalmTree,pixelHouse,pixelBridge,pixelSign,pixelRailing,pixelField,pixelWindow,pixelGrandstand,numCraigslistRoom,pixelSky,Latitude,Longitude,Address,Zip,RoomType,Bathrooms,SQFT,SQM,Price
0,0,75.57,4.116,0,0.007,0,31040851,0,0,0,0,0,0,0,5,0,9,2,0,0,0,0,6,0,4.545,0,0,0,0.429,0,0.111,0,0,0,0,0,1.567,42.36773,-71.03806,East Boston Boston 02128,2128,3,2,,0,3000
0,0,71.78,3.406,0,0,0.589,31990392,0,0,0,0,0,0,0.379,4,0,11,2,164.1,0.589,0,0,8,0,3.652,0,0.017,1.62,1.193,0,0,0,0,0,0,0,7.267,42.37904,-71.03228,East Boston Boston 02128,2128,1,1,550,51.09665,1450
0,0,0,0,0,0,0,26707775,0,0,0,0,0,0,0,6,0,7,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3788,-71.02938,East Boston Boston 02128,2128,4,1,,0,2600
0,0,0,0,0,0,0,34296245,0,0,0,0,0,0,0,12,0,10,2,65,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,42.370453,-71.03996,East Boston Boston 02128,2128,3,1,,0,3300
0,0,0,0,0,0,0,34296245,0,0,0,0,0,0,0,12,0,10,2,65,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,42.370674,-71.039795,East Boston Boston 02128,2128,3,1,,0,3000
0,0,15.16,5.482,0,0.384,7.648,20804737,0,0,0,0,0,0.064,0,1,0,8,1,0,7.648,5.02,0,5,0,1.823,0,0,0.001,2.604,0.015,0.391,1.35,0,0,0,0,31.32,42.36576,-71.03657,East Boston Boston 02128,2128,2,1,850,78.96755,2000
0,0,15.16,5.482,0,0.384,7.648,20804737,0,0,0,0,0,0.064,0,1,0,8,1,0,7.648,5.02,0,5,0,1.823,0,0,0.001,2.604,0.015,0.391,1.35,0,0,0,0,31.32,42.36576,-71.03657,East Boston Boston 02128,2128,2,1,850,78.96755,2000
0,0.1,5.486,5.127,0,0.252,2.017,83880988,0,0,0,0,0,0,0,8,0,8,1,120.9,2.017,6.193,0,5,0,4.216,0,0,0.592,4.146,0,0.692,0,1.203,0,0,0,21.17,42.366966,-71.04104,East Boston Boston 02128,2128,,1,,0,2170
0,0,0,0,0,0,0,26707775,0,0,0,0,0,0,0,6,0,7,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.37874,-71.029335,East Boston Boston 02128,2128,4,1,,0,2595
0,0,0.183,0,0,0.001,0,29254447,0,0,0,0,0,0,0,4,0,11,2,102.7,0,0,0,7,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,42.369926,-71.03382,East Boston Boston 02128,2128,1,1,,0,1495
0,0,72.62,3.037,0,0.609,1.06,41586161,0,0,0,0,0,0,0,4,0,8,2,39.7,1.06,0,0,8,0,4.081,0,0,0.401,0.317,0,0.053,0,0,0,0,0,11.48,42.36846,-71.03563,East Boston Boston 02128,2128,3,1,,0,2150
0,0,0.183,0,0,0.001,0,29254447,0,0,0,0,0,0,0,4,0,11,2,102.7,0,0,0,7,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,42.370625,-71.03565,East Boston Boston 02128,2128,2,1,,0,2500
0,0,72.62,3.037,0,0.609,1.06,41586161,0,0,0,0,0,0,0,4,0,8,2,39.7,1.06,0,0,8,0,4.081,0,0,0.401,0.317,0,0.053,0,0,0,0,0,11.48,42.368473,-71.03472,East Boston Boston 02128,2128,4,1,,0,2400
0,0.836,44.66,3.57,0,0.945,5.281,29680200,0,1,0,0,0,0.06,1.602,0,0,1,0,0,5.281,3.006,0,1,0,1.366,0,0,0.017,1.956,0.083,0.226,0,0,0,0,0,5.685,42.389225,-71.0056,East Boston Boston 02128,2128,3,1,,0,2200
0,0.142,53.97,4.306,0,1.335,1.447,24137300,0,0,0,0,0,0,0.072,13,0,11,1,28.8,1.447,0.069,0.22,7,0,2.524,0,0,0.345,3.496,0,0.308,0.013,0,0,0,0,6.394,42.381138,-71.03849,East Boston Boston 02128,2128,4,1,,0,2500
0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498,42.377728,-71.03451,East Boston Boston 02128,2128,2,1,,0,2050
0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498,42.377728,-71.03451,East Boston Boston 02128,2128,3,2,,0,3050
0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498,42.377647,-71.03445,East Boston Boston 02128,2128,2,1,,0,2050
0,0,28.03,7.013,0,0.894,0.375,19560535,0,0,0.025,0,0,0,0,2,0,8,2,0,0.375,0.379,0,9,0,3.935,0,0,0.216,2.872,0.788,0.333,0.389,0,0,0,0,30.64,42.364864,-71.031395,256 Webster St #3 Boston 02128,2128,3,2,1500,139.3545,2900
0,0.142,53.97,4.306,0,1.335,1.447,24137300,0,0,0,0,0,0,0.072,13,0,11,1,28.8,1.447,0.069,0.22,7,0,2.524,0,0,0.345,3.496,0,0.308,0.013,0,0,0,0,6.394,42.381138,-71.03849,31 W Eagle St #C East Boston 02128,2128,4,1,,0,2500
0,0.1,5.486,5.127,0,0.252,2.017,83880988,0,0,0,0,0,0,0,8,0,8,1,120.9,2.017,6.193,0,5,0,4.216,0,0,0.592,4.146,0,0.692,0,1.203,0,0,0,21.17,42.366966,-71.04104,50 Lewis St #1A Boston 02128,2128,1,1,,0,2275
0,0.1,5.486,5.127,0,0.252,2.017,83880988,0,0,0,0,0,0,0,8,0,8,1,120.9,2.017,6.193,0,5,0,4.216,0,0,0.592,4.146,0,0.692,0,1.203,0,0,0,21.17,42.366966,-71.04104,50 Lewis St #A Boston 02128,2128,,1,,0,2020
0,0.1,5.486,5.127,0,0.252,2.017,83880988,0,0,0,0,0,0,0,8,0,8,1,120.9,2.017,6.193,0,5,0,4.216,0,0,0.592,4.146,0,0.692,0,1.203,0,0,0,21.17,42.366966,-71.04104,50 Lewis St #2A Boston 02128,2128,2,2,,0,3495
0,0.1,5.486,5.127,0,0.252,2.017,83880988,0,0,0,0,0,0,0,8,0,8,1,120.9,2.017,6.193,0,5,0,4.216,0,0,0.592,4.146,0,0.692,0,1.203,0,0,0,21.17,42.366966,-71.04104,East Boston Boston 02128,2128,2,2,1084,100.706852,3445
0,0,75.57,4.116,0,0.007,0,31040851,0,0,0,0,0,0,0,5,0,9,2,0,0,0,0,6,0,4.545,0,0,0,0.429,0,0.111,0,0,0,0,0,1.567,42.367958,-71.037056,284 Sumner St Boston 02128,2128,4,1,,0,2800
0,0,0.183,0,0,0.001,0,8176800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,42.38445,-71.01406,678 Bennington St #2 Boston 02128,2128,5,1.5,,0,3500
0,0.354,56.77,3.587,0,2.479,1.518,23917762,0,0,0,0,0.072,0,0.649,1,0,8,2,47.7,1.518,1.927,0,8,0,3.601,0,0,0,2.001,0,0.145,0,0,0.258,0,0,5.749,42.365154,-71.034615,2 Brigham St Boston 02128,2128,2,1,3280,304.72184,2150
0,0,28.03,7.013,0,0.894,0.375,19560535,0,0,0.025,0,0,0,0,2,0,8,2,0,0.375,0.379,0,9,0,3.935,0,0,0.216,2.872,0.788,0.333,0.389,0,0,0,0,30.64,42.36575,-71.031235,193 Everett St #1 Boston 02128,2128,1,2,900,83.6127,1635
0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498,42.37581,-71.03587,229 London St #3 Boston 02128,2128,3,1,,0,1900
0,0,0,0,0,0,0,13477900,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.381927,-71.01748,59 Horace St Boston 02128,2128,4,1,1098,102.007494,3200
0,0.218,54.8,7.898,0,5.394,1.765,23551700,0,0,0,0,0,0,0.074,2,0,1,1,0,1.765,0.491,0.005,2,0,1.817,0,0,0.019,2.114,0,0.023,0.063,0,0,0,0,5.891,42.3843,-71.01523,809 Saratoga St #2 East Boston 02128,2128,4,1,,0,2900
0,0.031,70.45,2.996,0,0.303,0.005,11216128,0,0,0,0,0.005,0,0,0,0,5,1,0,0.005,0,0,9,0,2.564,0,0,0,2.824,0,0.301,0,0,0,0,0,4.904,42.36604,-71.03006,363 Maverick St Boston 02128,2128,3,1,1428,132.665484,2700
0,0,0.183,0,0,0.001,0,29254447,0,0,0,0,0,0,0,4,0,11,2,102.7,0,0,0,7,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,42.37047,-71.03374,64 Lubec St #1R East Boston 02128,2128,3,1,,0,2300
0,0,75.57,4.116,0,0.007,0,31040851,0,0,0,0,0,0,0,5,0,9,2,0,0,0,0,6,0,4.545,0,0,0,0.429,0,0.111,0,0,0,0,0,1.567,42.367897,-71.03795,45-47 Orleans St #1 East Boston 02128,2128,4,2,,0,3700
0,0,0.183,0,0,0.001,0,29254447,0,0,0,0,0,0,0,4,0,11,2,102.7,0,0,0,7,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,42.37047,-71.03374,64 Lubec St #3F East Boston 02128,2128,1,1,,0,1700
0,0,0.183,0,0,0.001,0,29254447,0,0,0,0,0,0,0,4,0,11,2,102.7,0,0,0,7,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,42.370407,-71.033806,62 Lubec St East Boston 02128,2128,1,1,,0,1700
0,0,0,0,0,0,0,17331301,0,1,0,0,0,0,0,12,0,11,2,299.3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.376144,-71.03888,255 Meridian St #207 East Boston 02128,2128,1,1,734,68.190802,1895
0,0.097,67.64,4.39,0,0.38,0.641,7827492,0,0,0,0,0,0,2.62,1,0,8,2,0,0.641,0.256,0,9,0,1.15,0,0,1.032,2.048,0,0.003,0,0,0,0,0,4.326,42.367714,-71.03291,280 Maverick St Boston 02128,2128,3,1,1300,120.7739,2000
0,0.112,32.58,3.478,0,0.005,1.708,26861900,0,0,0,0.006,0,1.005,0,4,0,14,3,0,1.708,5.31,0,6,0,2.472,0,0,0.009,1.548,0,0.001,0,0,0,0,0,27.46,42.375538,-71.032555,224 Chelsea St Boston 02128,2128,3,1,1000,92.903,2400
0,0,0,0,0,0,0,7925700,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.385075,-71.019135,13 Wordsworth St Boston 02128,2128,3,1,1000,92.903,2300
0,0.354,56.77,3.587,0,2.479,1.518,23917762,0,0,0,0,0.072,0,0.649,1,0,8,2,47.7,1.518,1.927,0,8,0,3.601,0,0,0,2.001,0,0.145,0,0,0.258,0,0,5.749,42.366405,-71.03512,12 Cheever Ct Boston 02128,2128,2,1,,0,1800
0,0,28.03,7.013,0,0.894,0.375,19560535,0,0,0.025,0,0,0,0,2,0,8,2,0,0.375,0.379,0,9,0,3.935,0,0,0.216,2.872,0.788,0.333,0.389,0,0,0,0,30.64,42.365795,-71.03133,191 Everett St #1 Boston 02128,2128,1,3,,0,700
0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498,42.3757,-71.034645,261 Havre St #4 Boston 02128,2128,1,,,0,750
0,0,72.62,3.037,0,0.609,1.06,41586161,0,0,0,0,0,0,0,4,0,8,2,39.7,1.06,0,0,8,0,4.081,0,0,0.401,0.317,0,0.053,0,0,0,0,0,11.48,42.36846,-71.03563,219 Maverick St #2 Boston 02128,2128,3,1,,0,2400
0,0,28.03,7.013,0,0.894,0.375,19560535,0,0,0.025,0,0,0,0,2,0,8,2,0,0.375,0.379,0,9,0,3.935,0,0,0.216,2.872,0.788,0.333,0.389,0,0,0,0,30.64,42.36454,-71.032234,239 Webster St Boston 02128,2128,2,2,,0,2300
0,0.031,70.45,2.996,0,0.303,0.005,11216128,0,0,0,0,0.005,0,0,0,0,5,1,0,0.005,0,0,9,0,2.564,0,0,0,2.824,0,0.301,0,0,0,0,0,4.904,42.365643,-71.03009,238 Everett St Boston 02128,2128,4,2,,0,3200
0,0,0,0,0,0,0,17023196,0,0,0,0,0,0,0,10,0,10,0,78.1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.382084,-71.03903,451 Meridian St #4 Boston 02128,2128,4,1,,0,2800
0,0.354,56.77,3.587,0,2.479,1.518,23917762,0,0,0,0,0.072,0,0.649,1,0,8,2,47.7,1.518,1.927,0,8,0,3.601,0,0,0,2.001,0,0.145,0,0,0.258,0,0,5.749,42.365044,-71.034355,6 Brigham St Boston 02128,2128,2,2,1450,134.70935,2800
0,0.354,56.77,3.587,0,2.479,1.518,23917762,0,0,0,0,0.072,0,0.649,1,0,8,2,47.7,1.518,1.927,0,8,0,3.601,0,0,0,2.001,0,0.145,0,0,0.258,0,0,5.749,42.366405,-71.03512,12 Cheever Ct #2 Boston 02128,2128,1,1,,0,1750
0,0,28.03,7.013,0,0.894,0.375,19560535,0,0,0.025,0,0,0,0,2,0,8,2,0,0.375,0.379,0,9,0,3.935,0,0,0.216,2.872,0.788,0.333,0.389,0,0,0,0,30.64,42.36454,-71.032234,239 Webster St #2L Boston 02128,2128,1,1,,0,1800
0,0,0,0,0,0,0,27590247,0,0,0,0,0,0,0,7,0,10,2,107.6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.369434,-71.03651,103 Orleans St #3 East Boston 02128,2128,,,,0,2500
0,0,0,0,0,0,0,24319770,0,0,0,0,0,0,0,4,0,10,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.377823,-71.03045,229 Bennington St #1 Boston 02128,2128,3,1,,0,2250
0,0.031,70.45,2.996,0,0.303,0.005,11216128,0,0,0,0,0.005,0,0,0,0,5,1,0,0.005,0,0,9,0,2.564,0,0,0,2.824,0,0.301,0,0,0,0,0,4.904,42.365643,-71.03009,238 Everett St #2 Boston 02128,2128,4,2,,0,3400
0,0.031,70.45,2.996,0,0.303,0.005,11216128,0,0,0,0,0.005,0,0,0,0,5,1,0,0.005,0,0,9,0,2.564,0,0,0,2.824,0,0.301,0,0,0,0,0,4.904,42.365967,-71.0299,367 Maverick St #2 Boston 02128,2128,3,1,,0,2500
0,0,72.62,3.037,0,0.609,1.06,41586161,0,0,0,0,0,0,0,4,0,8,2,39.7,1.06,0,0,8,0,4.081,0,0,0.401,0.317,0,0.053,0,0,0,0,0,11.48,42.368595,-71.03407,121 Cottage St #3 East Boston 02128,2128,4,1,,0,3200
0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498,42.377495,-71.03337,215 Saratoga St #1 East Boston 02128,2128,3,1,,0,2400
0,0,75.57,4.116,0,0.007,0,31040851,0,0,0,0,0,0,0,5,0,9,2,0,0,0,0,6,0,4.545,0,0,0,0.429,0,0.111,0,0,0,0,0,1.567,42.367897,-71.03795,45-47 Orleans St #2 East Boston 02128,2128,4,2,,0,3850
0,0,0,0,0,0,0,28257828,0,2,0,0,0,0,0,5,0,12,2,48,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.37997,-71.03815,28 Monmouth #1 East Boston 02128,2128,3,1,,0,2450
0,0,0,0,0,0,0,28257828,0,2,0,0,0,0,0,5,0,12,2,48,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.37997,-71.03815,28 Monmouth #3 East Boston 02128,2128,2,1,,0,1750
0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498,42.377495,-71.03337,215 Saratoga St #2 East Boston 02128,2128,4,1,,0,2800
0,0,72.62,3.037,0,0.609,1.06,41586161,0,0,0,0,0,0,0,4,0,8,2,39.7,1.06,0,0,8,0,4.081,0,0,0.401,0.317,0,0.053,0,0,0,0,0,11.48,42.36892,-71.03369,133 Cottage St #3 East Boston 02128,2128,4,1,,0,3100
0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498,42.377922,-71.03345,220 Saratoga St #2 Boston 02128,2128,3,1,,0,2300
0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498,42.3757,-71.034645,261 Havre St #C East Boston 02128,2128,4,1,,0,2600
0,0,72.62,3.037,0,0.609,1.06,41586161,0,0,0,0,0,0,0,4,0,8,2,39.7,1.06,0,0,8,0,4.081,0,0,0.401,0.317,0,0.053,0,0,0,0,0,11.48,42.36846,-71.03563,219 Maverick St Boston 02128,2128,3,1,,0,2150
0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498,42.3757,-71.034645,261 Havre St #3 Boston 02128,2128,4,1,,0,2575
0,0.246,46.68,4.949,0,1.274,2.869,17090969,0,1,0,0,4.164,0,0,1,0,2,1,0,2.869,5.662,0,3,0,1.836,0,0,0,4.137,0.015,0.206,0.233,0,0,0,1,10,42.382626,-71.017845,577 Bennington St #2 Boston 02128,2128,2,1,1200,111.4836,1950
0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498,42.3757,-71.034645,261 Havre St #2 East Boston 02128,2128,4,1,,0,2600
0,0,0,0,0,0,0,26707775,0,0,0,0,0,0,0,6,0,7,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3788,-71.02938,72 Prescott St Boston 02128,2128,4,1,,0,2575
0,0.031,70.45,2.996,0,0.303,0.005,11216128,0,0,0,0,0.005,0,0,0,0,5,1,0,0.005,0,0,9,0,2.564,0,0,0,2.824,0,0.301,0,0,0,0,0,4.904,42.365967,-71.0299,367 Maverick St #1 Boston 02128,2128,3,1,,0,1950
0,0,28.03,7.013,0,0.894,0.375,19560535,0,0,0.025,0,0,0,0,2,0,8,2,0,0.375,0.379,0,9,0,3.935,0,0,0.216,2.872,0.788,0.333,0.389,0,0,0,0,30.64,42.365795,-71.03133,191 Everett St #2 Boston 02128,2128,4,3,,0,3100
0,0,0,0,0,0,0,23748860,0,1,0,0,0,0,0,1,0,1,0,156.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.389168,-71.00515,114 Gladstone St Boston 02128,2128,3,1,,0,2400
0,0,0,0,0,0,0,26707775,0,0,0,0,0,0,0,6,0,7,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3788,-71.02938,East Boston Boston 02128,2128,4,1,,0,3000
0,0,58.17,4.889,0,0.083,3.084,29718123,0,0,0,0,0,0,0,5,0,13,2,413.7,3.084,0.212,0.334,6,0,3.741,0,0,0,2.259,0,0.191,0,0,0,0,0,2.972,42.37277,-71.03622,East Boston Boston 02128,2128,2,1,1252,116.314556,2300
0,0,0.183,0,0,0.001,0,9769163,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,42.388035,-71.003204,East Boston Boston 02128,2128,3,1,1560,144.92868,2650
0,0.074,25.67,2.482,0,1.836,4.103,14369400,0,0,0,0,0,0.378,3.743,4,0,1,0,5.8,4.103,4.709,0.008,1,0,1.827,0,0,0.524,3.042,0.117,0.125,0,0,0,0,0,24.47,42.386093,-71.004654,East Boston Boston 02128,2128,2,1,1040,96.61912,1831
0,0,0,0,0,0,0,18142363,0,0,0,0,0,0,0,5,0,12,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.37325,-71.04036,East Boston Boston 02128,2128,2,1,,0,1875
0,0,28.03,7.013,0,0.894,0.375,19560535,0,0,0.025,0,0,0,0,2,0,8,2,0,0.375,0.379,0,9,0,3.935,0,0,0.216,2.872,0.788,0.333,0.389,0,0,0,0,30.64,42.364513,-71.0317,East Boston East Boston 02128,2128,3,2,,0,3300
0,0,0,0,0,0,0,23748860,0,1,0,0,0,0,0,1,0,1,0,156.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.38897,-71.005394,166 Leyden St Boston 02128,2128,4,1,,0,2800
0,0,0.183,0,0,0.001,0,13234534,0,0,0,0,0,0,0,5,0,13,2,8.9,0,0,0,7,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,42.374596,-71.03872,East Boston Boston 02128,2128,2,1,,0,1695
0,0.1,5.486,5.127,0,0.252,2.017,83880988,0,0,0,0,0,0,0,8,0,8,1,120.9,2.017,6.193,0,5,0,4.216,0,0,0.592,4.146,0,0.692,0,1.203,0,0,0,21.17,42.366966,-71.04104,East Boston Boston 02128,2128,1,1,730,67.81919,2175
0,0.354,56.77,3.587,0,2.479,1.518,23917762,0,0,0,0,0.072,0,0.649,1,0,8,2,47.7,1.518,1.927,0,8,0,3.601,0,0,0,2.001,0,0.145,0,0,0.258,0,0,5.749,42.36518,-71.034676,East Boston Boston 02128,2128,2,2,,0,2200
0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498,42.377323,-71.035835,East Boston Boston 02128,2128,1,1,,0,1365
0,0,0,0,0,0,0,17331301,0,1,0,0,0,0,0,12,0,11,2,299.3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.37606,-71.03932,250 Meridian St Boston 02128,2128,1,1,,0,1900
0,0,0,0,0,0,0,28257828,0,2,0,0,0,0,0,5,0,12,2,48,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.379486,-71.03627,79 Eutaw St #3 Boston 02128,2128,4,1,,0,2600
0,0.034,65.96,4.594,0,0.248,0.498,20771525,0,0,0,0.006,0,0,0,0,0,11,2,44.8,0.498,0.521,0.037,10,0,3.399,0,0,0,1.323,0.046,0.074,0,0,0,0,0,7.056,42.370514,-71.03301,73 Lubec St #3R Boston 02128,2128,1,1,600,55.7418,1550
0,0,0,0,0,0,0,28257828,0,2,0,0,0,0,0,5,0,12,2,48,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.379486,-71.03627,East Boston Boston 02128,2128,4,1,,0,2600
0,0,28.03,7.013,0,0.894,0.375,19560535,0,0,0.025,0,0,0,0,2,0,8,2,0,0.375,0.379,0,9,0,3.935,0,0,0.216,2.872,0.788,0.333,0.389,0,0,0,0,30.64,42.364513,-71.0317,East Boston Boston 02128,2128,2,2,1600,148.6448,3300
0,0,0,0,0,0,0,17331301,0,1,0,0,0,0,0,12,0,11,2,299.3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.37606,-71.03932,250 Meridian St #1 Boston 02128,2128,1,1,,0,1900
0,0,0,0,0,0,0,26707775,0,0,0,0,0,0,0,6,0,7,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.37974,-71.02943,267 Princeton St #2 Boston 02128,2128,3,1,936,86.957208,2200
0,0,67.45,4.539,0,0.019,0,30887203,0,0,0,0,0,0,0.398,9,0,12,2,0,0,0,0.05,7,0,4.108,0,0,0,0.257,0,0.08,0,0,0,0,0,4.498,42.377735,-71.03404,101 Brooks St #1 Boston 02128,2128,1,1,1100,102.1933,1400
0,0,0,0,0,0,0,18142363,0,0,0,0,0,0,0,5,0,12,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.371723,-71.040665,66 London St Boston 02128,2128,2,1,,0,1666
0,0,0,0,0,0,0,28257828,0,2,0,0,0,0,0,5,0,12,2,48,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.379486,-71.03627,79 Eutaw St #3A Boston 02128,2128,4,1,,0,2600
0,0,0,0,0,0,0,18885684,0,0,0,0,0,0,0,9,0,9,1,393.6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.379704,-71.0397,394 Meridian St #3 Boston 02128,2128,2,1,900,83.6127,1650
0,0,0,0,0,0,0,28257828,0,2,0,0,0,0,0,5,0,12,2,48,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.379883,-71.03644,84 Eutaw St #1 Boston 02128,2128,2,1,1351,125.511953,1800
0,0.46,4.56,6.518,0,7.118,4.028,12118100,0,0,0.144,0,0,0,0,1,0,1,1,0,4.028,3.469,0,2,0,1.701,0,0,0.683,1.804,0,0.326,0.262,0,0,0,0,42.82,42.380505,-71.01524,41 Coleridge St #1 Boston 02128,2128,4,1.5,,0,3000
0,0,0,0,0,0,0,28257828,0,2,0,0,0,0,0,5,0,12,2,48,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.379486,-71.03627,79 Eutaw St #3 Boston 02128,2128,4,1,,0,2600
0,0.156,58.48,6.96,0,0,1.274,33847582,0,0,0,0,0,0,0.123,5,0,10,1,73.4,1.274,0,0.06,8,0,5.193,0,0,0.036,0.632,0,0.045,0,0,0,0,2,12.39,42.381546,-71.03329,202 E Eagle St #1 Boston 02128,2128,1,1,921,85.563663,1350
0,0,58.17,4.889,0,0.083,3.084,29718123,0,0,0,0,0,0,0,5,0,13,2,413.7,3.084,0.212,0.334,6,0,3.741,0,0,0,2.259,0,0.191,0,0,0,0,0,2.972,42.37277,-71.03622,6 Drake Pl #1B Boston 02128,2128,2,1,1252,116.314556,2300
0,0,0.183,0,0,0.001,0,7907094,0,0,0,0,0,0,0,0,0,5,0,8.9,0,0,0,6,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,42.375504,-71.05196,103 9th St Charlestown 02129,2129,Studio,1,420,39.01926,2000
0,0,0.183,0,0,0.001,0,7907094,0,0,0,0,0,0,0,0,0,5,0,8.9,0,0,0,6,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,42.375504,-71.05196,103 9th St Charlestown 02129,2129,1Bedroom,1,529,49.145687,2300
0,0.592,8.808,3.725,0,9.468,4.713,7999300,0,0,0,0,0,0.378,0,1,0,9,1,0,4.713,4.204,0,9,1,0.818,0,0,1.165,5.073,0.695,0.313,0.158,0,0,3.08,0,22.42,42.375614,-71.0552,33 3rd Ave Charlestown 02129,2129,1Bedroom,1,-,#VALUE!,2800
