pixelPlant,pixelPole,pixelLake,pixelRoad,pixelGrass,pixelWall,pixelCar,propertiesAsses,pixelSea,numCraigslistHouse,pixelRiver,pixelBus,pixelCeiling,pixelPath,pixelBuilding,crime,pixelFence,walkSchool,walkMbta,energySiteEUI,pixelPerson,pixelTree,pixelVan,walkPark,walkUniversity,pixelSidewalk,pixelGround,pixelMountain,pixelPalmTree,pixelHouse,pixelBridge,pixelSign,pixelRailing,pixelField,pixelWindow,pixelGrandstand,numCraigslistRoom,pixelSky,Latitude,Longitude,Address,Zip,RoomType,Bathrooms,SQFT,SQM,Price
0,0,0,0,0,0,0,21026130,0,0,0,0,0,0,0,9,0,7,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.325497,-71.05791,24 Washburn St #3 Dorchester 02125,2125,3,2,1100,102.1933,3000
0,0.013,39.85,2.664,0,5.55,3.979,21171200,0,0,0,0,0,0,5.782,1,0,7,2,47.2,3.979,1.656,0,18,0,1.708,0,0,0.046,4.07,0,0.055,0.365,0,0,1.817,0,11.87,42.32159,-71.05819,44 Saint Margaret St #3 Dorchester 02125,2125,4,2,1200,111.4836,4500
0,0.033,22.08,2.817,0.217,0.572,1.862,15362176,0.268,0,0.217,0,0,0.369,2.483,2,0,7,2,0,1.862,4.629,0,15,0,3.314,0,0.005,0.033,2.463,0,0.059,0,0.174,0,0,0,42.39,42.326103,-71.05831,32 Rawson St #3 Dorchester 02125,2125,3,1,,0,2850
0,0.097,48,5.144,0,0.09,3.346,17699016,0,0,0,0,0,0,0,5,0,11,2,0,3.346,1.465,0,14,1,3.847,0,0,0,3.024,0.298,0.37,0.024,0,0,0,0,9.9,42.317276,-71.05614,11 Harbor View St #3 Boston 02125,2125,3,1,,0,2200
0,0.07,30.54,2.118,0,7.258,4.553,5667300,0,0,0,0,0,0.209,0.656,0,0,10,2,0,4.553,2.99,0,6,2,1.382,0,0,0,1.867,0,0.236,0,0,0,0,0,33.69,42.31278,-71.050514,361 Savin Hill Ave #2 Boston 02125,2125,2,1,950,88.25785,2600
0,0.006,58.28,1.348,0,3.032,5.296,14274228,0,0,0,0,0,0,4.999,12,0,11,0,0,5.296,0.734,0,14,0,1.638,0,0,0,2.911,0,0.152,0.148,0,0,0,0,8.653,42.317657,-71.06473,600 Columbia Rd Dorchester 02125,2125,2,1,,0,1800
0,0,0,0,0,0,0,19024353,0,0,0,0,0,0,0,10,0,11,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.316933,-71.06278,33 Sumner Park Dorchester 02125,2125,4,2,,0,3200
0,0,11.6,10.38,0,8.521,0.722,22717900,0,0,0,0,0,0,0,5,0,12,2,0,0.722,0.211,0,9,2,4.88,0,1.125,0.52,0.178,0.25,0.456,0,0,0,0,0,17.79,42.315456,-71.05276,81 Romsey St #1 Dorchester 02125,2125,3,1,,0,2400
0,0.169,26.98,6.317,0,0.565,1.638,14739184,0,0,0,0,0.062,0,0,3,0,8,2,0,1.638,12.55,0.051,16,1,1.807,0,0.013,0.232,0.056,0,1.128,0,0,0,0,4,1.841,42.32159,-71.05724,Dorchester Boston 02125,2125,,,,0,1150
0,0,0,0,0,0,0,21400096,0,0,0,0,0,0,0,2,0,10,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.31732,-71.06288,Dorchester Dorchester 02125,2125,3,1,,0,2550
0,0.175,49.25,2.243,0,0.892,3.94,17978969,0,0,0,0,0.034,0,2.475,7,0,12,2,0,3.94,0.457,0,8,1,3.173,0,0,0.021,2.298,0,0.253,0.363,0,0,0,0,20.04,42.313667,-71.05728,Dorchester Dorchester 02125,2125,4,,,0,3300
0,0.138,54.32,2.653,0,1.319,1.985,13332900,0,0,0,0.002,0,0,0,5,0,9,0,0,1.985,0.231,0,14,0,1.793,0,0,0,1.837,0,0.185,0.033,0,0,0,0,9.692,42.31999,-71.06352,Dorchester Dorchester 02125,2125,3,2,,0,2300
0,0,65.21,3.429,0,0.132,6.069,16643504,0,0,0,0,0,0.119,1.591,4,0,8,2,0,6.069,1.482,0,15,0,0.922,0,0,0,1.636,0,0.127,0.115,0,0,0,0,4.515,42.320778,-71.060684,Dorchester Dorchester 02125,2125,5,1,,0,3200
0,0.023,50.96,2.862,0,0.025,3.994,15494119,0,0,0,0.034,0,0,0,9,0,12,1,0,3.994,0.025,0,14,0,2.677,0,0,0,1.288,0,0.359,0,0,0,0,0,21.85,42.31224,-71.05871,100 Pleasant St #2 Dorchester 02125,2125,,1,500,46.4515,1350
0,0.079,38.76,3.154,0,0.033,5.728,18023900,0,0,0,0,0,0,0.59,5,0,8,3,0,5.728,0.012,0.66,17,1,4.073,0,0,0.132,0.805,0,0.103,0,0,0,0,1,20.4,42.320156,-71.05724,Dorchester Dorchester 02125,2125,4,,,0,3000
0,0,65.21,3.429,0,0.132,6.069,16643504,0,0,0,0,0,0.119,1.591,4,0,8,2,0,6.069,1.482,0,15,0,0.922,0,0,0,1.636,0,0.127,0.115,0,0,0,0,4.515,42.3207,-71.06039,Dorchester Dorchester 02125,2125,5,1,,0,3000
0,0.707,0.175,0,0,0.001,0.2,6254400,0,0,0,0,0,0,0,0,0,9,1,0,0.2,3.858,0,2,18,0.031,0,0,0,0,0,0.194,0,0,0,0,0,11.76,42.309105,-71.04594,401 William T Morrissey Blvd #2 Boston 02125,2125,2,2.5,,0,2400
0,0.023,50.96,2.862,0,0.025,3.994,15494119,0,0,0,0.034,0,0,0,9,0,12,1,0,3.994,0.025,0,14,0,2.677,0,0,0,1.288,0,0.359,0,0,0,0,0,21.85,42.310436,-71.058235,8 Roach St #3 Boston 02125,2125,3,1,900,83.6127,2400
0,0.385,2.376,8.64,0,2.695,3.641,9348100,0,0,0.821,0,0,0.38,0,0,0,9,2,0,3.641,10.02,0,8,2,3.112,0,0.06,0,2.617,1.381,1.279,0.023,0.43,0,0,0,26.04,42.320923,-71.05115,37 William T Morrissey Blvd Boston 02125,2125,1,1,,0,2853
0,0.013,39.85,2.664,0,5.55,3.979,21171200,0,0,0,0,0,0,5.782,1,0,7,2,47.2,3.979,1.656,0,18,0,1.708,0,0,0.046,4.07,0,0.055,0.365,0,0,1.817,0,11.87,42.323196,-71.05845,Dorchester Boston 02125,2125,2,2,2232,207.359496,3000
0,0.013,39.85,2.664,0,5.55,3.979,21171200,0,0,0,0,0,0,5.782,1,0,7,2,47.2,3.979,1.656,0,18,0,1.708,0,0,0.046,4.07,0,0.055,0.365,0,0,1.817,0,11.87,42.323414,-71.05883,47 Harvest St #1 Boston 02125,2125,2,2,1202,111.669406,3000
0,0,44.89,3.324,0,1.152,9.411,15805684,0,0,0,0.006,0,0,0,1,0,13,1,0,9.411,0.579,0,9,0,1.524,0,0,1.601,0.784,0,0.216,0.495,0,0,0,0,30.12,42.31339,-71.06118,19 Peverell St #1 Dorchester 02125,2125,4,1,1300,120.7739,2400
0,0.013,39.85,2.664,0,5.55,3.979,21171200,0,0,0,0,0,0,5.782,1,0,7,2,47.2,3.979,1.656,0,18,0,1.708,0,0,0.046,4.07,0,0.055,0.365,0,0,1.817,0,11.87,42.323265,-71.058655,49 Harvest St #3 Boston 02125,2125,2,2,2000,185.806,3000
0,0,0,0,0,0,0,19024353,0,0,0,0,0,0,0,10,0,11,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.316284,-71.06103,28 Morrill St #1 Boston 02125,2125,1,1,700,65.0321,1300
0,0.013,39.85,2.664,0,5.55,3.979,21171200,0,0,0,0,0,0,5.782,1,0,7,2,47.2,3.979,1.656,0,18,0,1.708,0,0,0.046,4.07,0,0.055,0.365,0,0,1.817,0,11.87,42.323414,-71.05883,Dorchester Boston 02125,2125,2,2,1200,111.4836,3000
0,0,0,0,0,0,0,10882034,0,0,0,0,0,0,0,1,0,7,0,17.2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42.271744,-71.07179,40 River St Mattapan 02126,2126,,,1,0.092903,
0.081,0,27.69,5.252,0,8.878,7.572,73616461,0,0,3.669,0,1.091,0,0.325,4,0,8,0,0,7.572,0.735,0,8,0,0.486,0,0.49,0,0.792,0,0.164,0.054,0.005,0,0,0,26.26,42.270275,-71.09983,15 Bismarck St Mattapan 02126,2126,Studio,1,480,44.59344,1250
0.081,0,27.69,5.252,0,8.878,7.572,73616461,0,0,3.669,0,1.091,0,0.325,4,0,8,0,0,7.572,0.735,0,8,0,0.486,0,0.49,0,0.792,0,0.164,0.054,0.005,0,0,0,26.26,42.270275,-71.09983,15 Bismarck St Mattapan 02126,2126,1Bedroom,1,780,72.46434,1430
0.081,0,27.69,5.252,0,8.878,7.572,73616461,0,0,3.669,0,1.091,0,0.325,4,0,8,0,0,7.572,0.735,0,8,0,0.486,0,0.49,0,0.792,0,0.164,0.054,0.005,0,0,0,26.26,42.270275,-71.09983,15 Bismarck St Mattapan 02126,2126,2Bedrooms,1.5,805,74.786915,1630
0,0.042,12.85,6.308,0,0.425,10.14,7463300,0,0,0.175,0,0,0.466,2.051,5,0,7,0,0,10.14,7.831,0,7,0,0.001,0,0.036,0,2.035,0,0.329,0.008,0,0,0,0,37.89,42.271328,-71.08879, Linvale Ter Boston 02126,2126,3,1,,0,1800
0,0.238,26.94,3.618,0,5.568,8.969,9649082,0,0,0.087,0,0,0.004,4.271,4,0,3,0,0,8.969,4.086,0,3,0,0.924,0,0,0.333,2.788,0,0.22,0.31,0,0,0,0,22.64,42.270454,-71.10538,55 Ridlon Rd #2 Boston 02126,2126,3,2,1400,130.0642,1950
0,0.021,12.06,3.8,0,0.034,6.142,9931900,0,0,0,0,0,0.088,12.15,6,0,8,0,58.5,6.142,2.559,0,7,0,1.475,0,0,0.419,3.939,0,0.169,0.024,0,0,0,0,26.86,42.26868,-71.09201,422 River St Boston 02126,2126,2,2,1200,111.4836,1800
0,0.028,28.6,8.248,0,0.443,7.237,23123985,0,0,0,0,0,0.461,0.855,2,0,9,0,0,7.237,8.398,0,15,4,3.498,0,0.123,0,2.408,0,0.324,0,0,0,0,0,18.21,42.341347,-71.14145,93 Williston Rd Mattapan 02126,2126,4,1,3791,352.195273,3200
0,0.028,28.6,8.248,0,0.443,7.237,23123985,0,0,0,0,0,0.461,0.855,2,0,9,0,0,7.237,8.398,0,15,4,3.498,0,0.123,0,2.408,0,0.324,0,0,0,0,0,18.21,42.341347,-71.14145,93 Williston Rd #1 Boston 02126,2126,4,2,1500,139.3545,3400
0,0.042,12.85,6.308,0,0.425,10.14,7463300,0,0,0.175,0,0,0.466,2.051,5,0,7,0,0,10.14,7.831,0,7,0,0.001,0,0.036,0,2.035,0,0.329,0.008,0,0,0,0,37.89,42.271233,-71.08845,19 Linvale Ter #2 Boston 02126,2126,3,1,,0,1800
0,0.213,21.55,3.103,0,0.959,6.537,13258672,0,0,0,0,0,0.086,2.847,2,0,8,0,0,6.537,8.47,0,2,0,1.91,0,0,1.546,2.159,0,0.231,0.029,0,0,0,0,33.33,42.281498,-71.097176,100 Hazelton St #B Boston 02126,2126,2,1,1100,102.1933,1350
0,0.028,28.6,8.248,0,0.443,7.237,23123985,0,0,0,0,0,0.461,0.855,2,0,9,0,0,7.237,8.398,0,15,4,3.498,0,0.123,0,2.408,0,0.324,0,0,0,0,0,18.21,42.341347,-71.14145,Brighton Mattapan 02126,2126,4,2,,0,3200
0,0.368,27.6,1.561,0,0.711,9.408,4028900,0,0,0,0,0,0.001,1.312,0,0,7,0,0,9.408,2.135,0,2,0,0.919,0,0,1.26,3.408,0,0.381,0.053,0,0,0,0,32.1,42.282463,-71.09972,648 Harvard St #1 Boston 02126,2126,3,1,1336,124.118408,2000
0,0.028,28.6,8.248,0,0.443,7.237,23123985,0,0,0,0,0,0.461,0.855,2,0,9,0,0,7.237,8.398,0,15,4,3.498,0,0.123,0,2.408,0,0.324,0,0,0,0,0,18.21,42.341347,-71.14145,Brighton Mattapan 02126,2126,4,2,,0,3200
0,0.021,12.06,3.8,0,0.034,6.142,9931900,0,0,0,0,0,0.088,12.15,6,0,8,0,58.5,6.142,2.559,0,7,0,1.475,0,0,0.419,3.939,0,0.169,0.024,0,0,0,0,26.86,42.26868,-71.09201,422 River St Mattapan 02126,2126,1,1,,0,1500
0,0.028,28.6,8.248,0,0.443,7.237,23123985,0,0,0,0,0,0.461,0.855,2,0,9,0,0,7.237,8.398,0,15,4,3.498,0,0.123,0,2.408,0,0.324,0,0,0,0,0,18.21,42.341347,-71.14145,93 Williston Rd #1 Mattapan 02126,2126,4,2,,0,3200
0,0.04,68.56,4.284,0,0.48,1.999,21243268,0,0,0,0,0,0,0,8,0,9,2,0,1.999,0,0.294,16,0,5.126,0,0,0,0.321,0,0.161,0,0,0,0,0,6.808,42.329605,-71.05634,16 Preble St #2 Boston 02127,2127,1,1,642,59.643726,2500
0,0,61.47,2.767,0,0,0.147,29214695,0,0,0,0,0,0,0.003,5,0,6,0,0,0.147,0.001,0,6,1,3.78,0,0,1.231,1.205,0,0.032,0,0,0,0,0,19.13,42.33613,-71.03361,57 M St #3 Boston 02127,2127,3,1,1200,111.4836,2900
0,0.063,36.87,7.424,0,2.586,0.572,32757103,0,0,0,0,0,0,0,4,0,8,0,186.5,0.572,0,1.834,7,1,4.461,0,0.022,0.588,0.747,0,0.528,0.281,0,0,0,0,14.76,42.33658,-71.03856,528 E 3rd St #1 Boston 02127,2127,1,1,635,58.993405,2100
0,0,57.34,5.454,0,0.472,3.811,16717638,0,0,0,0,0,0,0,1,0,11,3,56.1,3.811,0.036,0,7,6,5.365,0,0,3.544,2.452,0,0.154,0,0,0,0,0,7.799,42.34309,-71.0559,41 W 2nd St #1 Boston 02127,2127,2,2,1100,102.1933,3600
0,0.04,68.56,4.284,0,0.48,1.999,21243268,0,0,0,0,0,0,0,8,0,9,2,0,1.999,0,0.294,16,0,5.126,0,0,0,0.321,0,0.161,0,0,0,0,0,6.808,42.329605,-71.05634,16 Preble St #6 Boston 02127,2127,3,2,1200,111.4836,3750
0,0,0,0,0,0,0,39473516,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.342278,-71.051834,154 W 2nd St #209 Boston 02127,2127,1,1,875,81.290125,2950
0,0,0,0,0,0,0,39473516,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.342278,-71.051834,154 W 2nd St #315 Boston 02127,2127,2,2,1614,149.945442,3850
0,0,57.34,5.454,0,0.472,3.811,16717638,0,0,0,0,0,0,0,1,0,11,3,56.1,3.811,0.036,0,7,6,5.365,0,0,3.544,2.452,0,0.154,0,0,0,0,0,7.799,42.342697,-71.05659,26 W Broadway #302 Boston 02127,2127,1,1,1052,97.733956,3450
0,0.04,55.92,8.555,0,0.282,0.175,14893757,0,1,0,0.008,0,0,0,1,0,6,1,54.6,0.175,1.899,0,15,0,1.21,0,0,0,1.886,0,0.098,0,0,0.279,0,0,3.031,42.33202,-71.05666,488 Dorchester Ave #3F Boston 02127,2127,2,2,1100,102.1933,3200
0,0.012,60.23,6.681,0,0.332,1.252,45729854,0,0,0,0,0,0,0,3,0,6,1,0,1.252,0,0.19,4,0,5.024,0,0,0,1.03,0,0.16,0,0,0,0,0,5.077,42.339874,-71.049805,292-294 D St #3 Boston 02127,2127,2,2.5,861,79.989483,2300
0,0.001,65.85,3.513,0,0.261,0.145,13225718,0,0,0,0,0,0,0,7,0,6,1,0,0.145,0.009,0,3,3,2.474,0,0,0.159,3.309,0.006,0.223,0,0,0.055,0,0,4.787,42.341522,-71.05665,South Boston Boston 02127,2127,2,2,1480,137.49644,3450
0,0,44.65,6.815,0,11.87,0,9047193,0,0,0,0,0.164,0,0,5,0,9,0,68,0,0.09,0,8,0,4.646,0,0.006,0,0.458,0,0.134,0,0,0,0,0,0.34,42.337868,-71.042755,South Boston Boston 02127,2127,2,2,1488,138.239664,5580
0,0,70.06,3.486,0,7.51,0.993,39784432,0,1,0,0,0.059,0,0,19,0,10,0,0,0.993,0.054,0,8,0,0,0,0,0,0.763,0,0.054,0,0,0,0,1,8.729,42.336697,-71.044334,South Boston Boston 02127,2127,2,2,,0,2950
0,0.028,23.62,7.018,0,0.548,0.125,9788127,0,0,0,0.037,0,0,0,3,0,6,1,0,0.125,0.61,0.26,5,0,1.281,0,0.004,0,3.242,0.933,0.643,0.05,0,0,0,0,9.581,42.340626,-71.0493,320 D St #510 Boston 02127,2127,,1,,0,2600
0,0,47.98,4.28,0,0.857,1.343,53313885,0,0,0,0,0,0.005,0,7,0,6,1,0,1.343,3.17,0,7,0,2.293,0,0,0,6.009,0,0.187,0,0,0,0,0,21.18,42.332363,-71.04999,252 E 8th St #2 Boston 02127,2127,2,2,1200,111.4836,2300
0,0.028,23.62,7.018,0,0.548,0.125,9788127,0,0,0,0.037,0,0,0,3,0,6,1,0,0.125,0.61,0.26,5,0,1.281,0,0.004,0,3.242,0.933,0.643,0.05,0,0,0,0,9.581,42.340626,-71.0493,320 D St #4002 Boston 02127,2127,2,2,,0,3400
0,0,70.06,3.486,0,7.51,0.993,39784432,0,1,0,0,0.059,0,0,19,0,10,0,0,0.993,0.054,0,8,0,0,0,0,0,0.763,0,0.054,0,0,0,0,1,8.729,42.33667,-71.045074,334 W 3rd St #1 Boston 02127,2127,1,2,991,92.066873,2100
0,0,63.78,3.326,0,0,2.519,33116124,0,0,0,0,0,0,0.082,3,0,6,0,0,2.519,0.267,0,4,1,3.682,0,0,0.045,2.689,0,0.063,0,0,0,0,0,10.48,42.33294,-71.030754,741 E 6th St Boston 02127,2127,1,1,650,60.38695,1700
0,0.002,25.47,6.478,0,0.119,5.895,27440840,0,0,0,0,0,0.218,1.85,3,0,6,0,63.1,5.895,6.137,0.001,4,1,2.714,0,0,0,3.008,0,0.79,0.001,0,0,0,0,17.88,42.3326,-71.03075,740 E 7th St #6 Boston 02127,2127,1,1,700,65.0321,1650
0,0,0,0,0,0,0,39473516,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.342278,-71.051834,154 W 2nd St #4 Boston 02127,2127,1,1,,0,2995
0,0.063,36.87,7.424,0,2.586,0.572,32757103,0,0,0,0,0,0,0,4,0,8,0,186.5,0.572,0,1.834,7,1,4.461,0,0.022,0.588,0.747,0,0.528,0.281,0,0,0,0,14.76,42.33587,-71.03596,736 E Broadway #2 Boston 02127,2127,3,1,,0,2500
0,0,0,0,0,0,0,41822540,0,5,0,0,0,0,0,2,0,6,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.334538,-71.0509,188 W 7th St #3 Boston 02127,2127,1,1,648,60.201144,2400
0,0.012,60.23,6.681,0,0.332,1.252,45729854,0,0,0,0,0,0,0,3,0,6,1,0,1.252,0,0.19,4,0,5.024,0,0,0,1.03,0,0.16,0,0,0,0,0,5.077,42.340786,-71.05053,217 W 2nd St #2 Boston 02127,2127,2,1,1000,92.903,3250
0,0,0,0,0,0,0,39473516,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.342278,-71.051834,154 W 2nd St #204 Boston 02127,2127,1,1,863,80.175289,2900
0,0.028,23.62,7.018,0,0.548,0.125,9788127,0,0,0,0.037,0,0,0,3,0,6,1,0,0.125,0.61,0.26,5,0,1.281,0,0.004,0,3.242,0.933,0.643,0.05,0,0,0,0,9.581,42.340626,-71.0493,320 D St #4001 Boston 02127,2127,1,1,,0,2725
0,0,61.47,2.767,0,0,0.147,29214695,0,0,0,0,0,0,0.003,5,0,6,0,0,0.147,0.001,0,6,1,3.78,0,0,1.231,1.205,0,0.032,0,0,0,0,0,19.13,42.336975,-71.03527,38 L St #1 Boston 02127,2127,1,1,250,23.22575,1575
0,0.039,59.33,3.479,0,0.017,0.382,34628306,0,5,0,0,0.042,0,0,3,0,8,0,168.1,0.382,0,0,7,1,3.796,0,0,1.693,1.134,0,0.069,0,0,0,0,2,18.82,42.333237,-71.03663,596 E 6th St #3 Boston 02127,2127,1,1,600,55.7418,1550
0,0.232,30.85,7.151,0,0.516,2.546,13468707,0,0,0,0.01,0,0,0,4,0,4,1,186.8,2.546,0.433,0.59,4,0,6.932,0,0,0,2.828,0,0.536,0,0,0,0,0,14.28,42.34087,-71.05274,142 Athens St Boston 02127,2127,1,1,,0,1975
0,0.04,55.92,8.555,0,0.282,0.175,14893757,0,1,0,0.008,0,0,0,1,0,6,1,54.6,0.175,1.899,0,15,0,1.21,0,0,0,1.886,0,0.098,0,0,0.279,0,0,3.031,42.33174,-71.05528,33 Middle St South Boston 02127,2127,3,2.5,,0,4400
0,0.012,60.23,6.681,0,0.332,1.252,45729854,0,0,0,0,0,0,0,3,0,6,1,0,1.252,0,0.19,4,0,5.024,0,0,0,1.03,0,0.16,0,0,0,0,0,5.077,42.340786,-71.05053,217 W 2nd St #1 Boston 02127,2127,2,1,900,83.6127,2950
0,0,0,0,0,0,0,55146515,0,0,0,0,0,0,0,6,0,8,1,133.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.333317,-71.049225,15 Mercer St #2 Boston 02127,2127,1,1,,0,2150
0,0.04,55.92,8.555,0,0.282,0.175,14893757,0,1,0,0.008,0,0,0,1,0,6,1,54.6,0.175,1.899,0,15,0,1.21,0,0,0,1.886,0,0.098,0,0,0.279,0,0,3.031,42.331326,-71.05633,27 Woodward St #1 Boston 02127,2127,3,2,1200,111.4836,2600
0,0.001,65.85,3.513,0,0.261,0.145,13225718,0,0,0,0,0,0,0,7,0,6,1,0,0.145,0.009,0,3,3,2.474,0,0,0.159,3.309,0.006,0.223,0,0,0.055,0,0,4.787,42.341324,-71.05634,36 A St #2C Boston 02127,2127,2,1,1370,127.27711,3000
0,0,44.1,6.154,0,0.067,6.862,33613292,0,0,0,0,0,0.001,0.903,1,0,8,0,0,6.862,0.425,0,4,1,4.472,0,0,0.027,2.765,0,0.084,0,0,0,0,0,15.82,42.3322,-71.03505,172 L St #3 Boston 02127,2127,3,1,1400,130.0642,3600
0,0.192,38.71,2.291,0,0.566,3.57,26339932,0,0,0,0,0,0,5.331,3,0,4,0,0,3.57,1.029,0,3,1,1.736,0,0,0.022,4.997,0,0.173,0.615,0,0,0,1,30.78,42.33686,-71.02769,800 E 3rd St Boston 02127,2127,1,1,,0,2127
0,0,50.29,2.134,0,1.408,2.875,58274305,0,0,0,0,0,0,0.59,11,0,8,1,0,2.875,0.394,0,9,0,1.675,0,0.163,0,0.671,0.015,0.167,0.679,0.021,0,0,0,18.53,42.331924,-71.04768,85 Old Harbor St Boston 02127,2127,1,1,,0,1800
0,0,44.65,6.815,0,11.87,0,9047193,0,0,0,0,0.164,0,0,5,0,9,0,68,0,0.09,0,8,0,4.646,0,0.006,0,0.458,0,0.134,0,0,0,0,0,0.34,42.337868,-71.042755,455 E 1st St South Boston 02127,2127,2,2,1400,130.0642,5580
0,0.192,38.71,2.291,0,0.566,3.57,26339932,0,0,0,0,0,0,5.331,3,0,4,0,0,3.57,1.029,0,3,1,1.736,0,0,0.022,4.997,0,0.173,0.615,0,0,0,1,30.78,42.33597,-71.02758,914 E Broadway #2 Boston 02127,2127,2,1,1100,102.1933,2400
0,0.04,68.56,4.284,0,0.48,1.999,21243268,0,0,0,0,0,0,0,8,0,9,2,0,1.999,0,0.294,16,0,5.126,0,0,0,0.321,0,0.161,0,0,0,0,0,6.808,42.330276,-71.054924,8 Ward St #2 Boston 02127,2127,3,2,1800,167.2254,3700
0,0,63.19,1.854,0,0.429,2.639,15196885,0,0,0,0,0,0.168,0,1,0,6,2,0,2.639,1.528,0,4,0,1.832,0,0,1.81,3.124,0,0.174,0,0,0,0,0,13.01,42.335354,-71.05455,109 D St #3 Boston 02127,2127,1,1,1100,102.1933,3000
0,0.028,23.62,7.018,0,0.548,0.125,9788127,0,0,0,0.037,0,0,0,3,0,6,1,0,0.125,0.61,0.26,5,0,1.281,0,0.004,0,3.242,0.933,0.643,0.05,0,0,0,0,9.581,42.340214,-71.04882,South Boston South Boston 02127,2127,2,2,,0,3600
0,0.028,23.62,7.018,0,0.548,0.125,9788127,0,0,0,0.037,0,0,0,3,0,6,1,0,0.125,0.61,0.26,5,0,1.281,0,0.004,0,3.242,0.933,0.643,0.05,0,0,0,0,9.581,42.340214,-71.04882,South Boston Boston 02127,2127,2,1,,0,3150
0,0.028,23.62,7.018,0,0.548,0.125,9788127,0,0,0,0.037,0,0,0,3,0,6,1,0,0.125,0.61,0.26,5,0,1.281,0,0.004,0,3.242,0.933,0.643,0.05,0,0,0,0,9.581,42.340626,-71.0493,South Boston Boston 02127,2127,2,2,,0,3399
0,0.028,23.62,7.018,0,0.548,0.125,9788127,0,0,0,0.037,0,0,0,3,0,6,1,0,0.125,0.61,0.26,5,0,1.281,0,0.004,0,3.242,0.933,0.643,0.05,0,0,0,0,9.581,42.340626,-71.0493,South Boston Boston 02127,2127,2,2,,0,3449
0,0.028,23.62,7.018,0,0.548,0.125,9788127,0,0,0,0.037,0,0,0,3,0,6,1,0,0.125,0.61,0.26,5,0,1.281,0,0.004,0,3.242,0.933,0.643,0.05,0,0,0,0,9.581,42.340626,-71.0493,South Boston Boston 02127,2127,2,2,,0,3750
0,0.012,60.23,6.681,0,0.332,1.252,45729854,0,0,0,0,0,0,0,3,0,6,1,0,1.252,0,0.19,4,0,5.024,0,0,0,1.03,0,0.16,0,0,0,0,0,5.077,42.340786,-71.05053,South Boston Boston 02127,2127,2,1,1000,92.903,3250
0,0.04,55.92,8.555,0,0.282,0.175,14893757,0,1,0,0.008,0,0,0,1,0,6,1,54.6,0.175,1.899,0,15,0,1.21,0,0,0,1.886,0,0.098,0,0,0.279,0,0,3.031,42.33174,-71.05528,South Boston Boston 02127,2127,3,2.5,1850,171.87055,4400
0,0.04,68.56,4.284,0,0.48,1.999,21243268,0,0,0,0,0,0,0,8,0,9,2,0,1.999,0,0.294,16,0,5.126,0,0,0,0.321,0,0.161,0,0,0,0,0,6.808,42.330544,-71.057144,South Boston Boston 02127,2127,3,1,,0,2600
0,0.028,23.62,7.018,0,0.548,0.125,9788127,0,0,0,0.037,0,0,0,3,0,6,1,0,0.125,0.61,0.26,5,0,1.281,0,0.004,0,3.242,0.933,0.643,0.05,0,0,0,0,9.581,42.340626,-71.0493,320 D St #2BR Boston 02127,2127,2,2,1176,109.253928,3100
0,0.028,23.62,7.018,0,0.548,0.125,9788127,0,0,0,0.037,0,0,0,3,0,6,1,0,0.125,0.61,0.26,5,0,1.281,0,0.004,0,3.242,0.933,0.643,0.05,0,0,0,0,9.581,42.340626,-71.0493,320 D St #BR Boston 02127,2127,,1,550,51.09665,2600
0,0.028,23.62,7.018,0,0.548,0.125,9788127,0,0,0,0.037,0,0,0,3,0,6,1,0,0.125,0.61,0.26,5,0,1.281,0,0.004,0,3.242,0.933,0.643,0.05,0,0,0,0,9.581,42.340626,-71.0493,320 D St #1BR Boston 02127,2127,1,1,650,60.38695,2700
0,0.017,41.95,7.542,0,0.92,1.177,47174046,0,0,0,0,0,0,0,3,0,8,1,0,1.177,0.036,0.229,11,0,4.03,0,0.05,0,3.597,0.125,0.106,0,0,0,0,0,10.78,42.332302,-71.05228,South Boston Boston 02127,2127,6,2,,0,6200
0,0.028,51.78,1.808,0,0.078,3.405,38034736,0,0,0,0.024,0,0.001,5.204,4,0,8,0,0,3.405,0.56,0.714,6,1,0.302,0,0,0.313,4.386,0,0.721,0.066,0,0,0,0,21.54,42.331554,-71.03906,560 E 8th St #1 Boston 02127,2127,2,2,1015,94.296545,3200
