,Latitude,Longitude,crime,Bathrooms,SQFT,Price,energySiteEUI
1968,42.33793,-71.09944,1,1.0,,2100.0,782.8
1969,42.34328,-71.087326,5,1.0,,2500.0,108.1
1971,42.34944,-71.085495,10,1.0,,3200.0,59.9
1972,42.34276,-71.088104,5,1.0,,2050.0,108.1
1973,42.349964,-71.08704,10,1.0,,2150.0,59.9
1974,42.34532,-71.08508,4,1.0,,3400.0,300.0
1975,42.34944,-71.085495,10,1.0,,3200.0,59.9
1977,42.344173,-71.08787,8,1.0,,1900.0,946.0
1978,42.34645,-71.08866,8,1.0,,2400.0,144.6
1979,42.345387,-71.08552,4,1.0,700,4050.0,300.0
1980,42.345387,-71.08552,4,1.0,,4050.0,300.0
1981,42.344658,-71.08887,8,1.0,,1650.0,946.0
1983,42.34564,-71.08593,4,1.0,,2000.0,300.0
1984,42.342197,-71.09025,2,1.0,,2300.0,114.0
1985,42.342354,-71.08301,9,1.0,785,2300.0,351.6
1986,42.34151,-71.087746,10,1.0,,4100.0,220.7
1987,42.341606,-71.0859,9,1.0,,1825.0,175.3
1988,42.342773,-71.08248,9,1.0,,2500.0,351.6
1989,42.345684,-71.08808,8,1.0,,2400.0,946.0
1990,42.341534,-71.08882,10,1.0,,1695.0,220.7
1991,42.34532,-71.08508,4,1.0,,3400.0,300.0
1992,42.345387,-71.08552,4,1.0,,4050.0,300.0
1993,42.345387,-71.08552,4,1.0,700,4050.0,300.0
1994,42.34532,-71.08508,4,1.0,,4050.0,300.0
1995,42.34466,-71.089424,8,1.0,,1950.0,946.0
1996,42.350525,-71.08678,10,1.0,,2350.0,59.9
1998,42.34045,-71.09125,2,1.0,,1725.0,306.4
1999,42.34944,-71.085495,10,1.0,1000,3200.0,59.9
2001,42.34274,-71.08806,5,1.0,800,2800.0,108.1
2002,42.342976,-71.08742,5,2.0,1250,6400.0,108.1
2003,42.342808,-71.088524,5,1.5,1140,5100.0,108.1
2004,42.34542,-71.089745,8,1.0,500,1900.0,946.0
2005,42.343018,-71.08769,5,1.0,1400,5200.0,108.1
2006,42.34328,-71.087326,5,1.0,,2500.0,108.1
2007,42.342644,-71.089165,5,1.0,,2200.0,108.1
2008,42.34045,-71.09125,2,1.0,,1725.0,306.4
2009,42.33227,-71.11113,3,1.5,,3600.0,96.1
2010,42.34582,-71.08863,8,1.0,,2000.0,946.0
2011,42.342865,-71.08193,9,1.0,,2000.0,351.6
2012,42.34545,-71.08598,4,1.0,700,4050.0,300.0
2013,42.344616,-71.08859,8,1.0,,1650.0,946.0
2015,42.34532,-71.08508,4,1.0,,3400.0,300.0
2016,42.34348,-71.08289,9,1.0,,2400.0,351.6
2017,42.344173,-71.08787,8,1.0,,1900.0,946.0
2018,42.343285,-71.08194,9,1.0,,2200.0,351.6
2019,42.34928,-71.084625,10,1.0,,2195.0,59.9
2020,42.342712,-71.08252,9,2.0,,3200.0,351.6
2021,42.343235,-71.089066,5,1.0,,2200.0,108.1
2022,42.34532,-71.08508,4,1.0,,4050.0,300.0
2023,42.34532,-71.08508,4,1.0,,3400.0,300.0
2024,42.343094,-71.08226,9,1.0,,2000.0,351.6
2025,42.343094,-71.08226,9,1.0,,2000.0,351.6
2026,42.343094,-71.08226,9,1.0,,2000.0,351.6
2027,42.34282,-71.08297,9,1.0,,2200.0,351.6
2028,42.34402,-71.08635,12,1.0,692,2855.0,84.8
2029,42.341534,-71.08882,10,1.0,,1695.0,220.7
2030,42.345505,-71.089195,8,1.0,,2870.0,946.0
2031,42.343285,-71.08194,9,1.0,475,2200.0,351.6
2032,42.345898,-71.08909,8,1.0,,1750.0,946.0
2033,42.350395,-71.0869,10,1.0,850,3350.0,59.9
2034,42.343094,-71.08226,9,1.0,,2350.0,351.6
2035,42.34369,-71.08191,9,1.0,,2500.0,351.6
2036,42.350395,-71.0869,10,1.5,,5000.0,59.9
2037,42.34328,-71.087326,5,1.0,,3900.0,108.1
2038,42.345863,-71.08558,4,1.0,,2555.0,300.0
2039,42.345055,-71.08984,8,1.0,,3000.0,946.0
2040,42.345974,-71.088196,8,1.0,,2500.0,946.0
2041,42.345684,-71.08808,8,1.0,,3030.0,946.0
2042,42.3417,-71.087265,9,1.0,,2600.0,175.3
2043,42.34582,-71.08863,8,1.0,,3450.0,946.0
2044,42.342865,-71.08193,9,1.0,,2275.0,351.6
2046,42.343094,-71.08226,9,1.0,,3250.0,351.6
2048,42.343094,-71.08226,9,1.0,,3250.0,351.6
2050,42.34328,-71.087326,5,1.0,,3900.0,108.1
2052,42.350063,-71.08668,10,1.0,,2650.0,59.9
2053,42.346107,-71.08586,4,1.0,655,3106.0,300.0
2054,42.344193,-71.082016,1,1.5,,3100.0,419.3
2056,42.34594,-71.08608,4,1.0,,2550.0,300.0
2058,42.331963,-71.11159,3,1.0,,2295.0,96.1
2061,42.34918,-71.08501,10,1.0,,1850.0,59.9
2062,42.332096,-71.11139,3,1.0,,1695.0,96.1
2063,42.344193,-71.082016,1,1.0,,2900.0,419.3
2064,42.348484,-71.084335,21,1.0,,3400.0,330.8
2065,42.344658,-71.08887,8,1.0,,3700.0,946.0
2066,42.337975,-71.09679,1,1.0,,4200.0,231.7
2067,42.34233,-71.09104,2,0.5,,4700.0,114.0
2068,42.34045,-71.09125,2,1.0,,2650.0,306.4
2069,42.34328,-71.087326,5,1.0,,4500.0,108.1
2073,42.34393,-71.088196,5,1.0,,3350.0,108.1
2074,42.34014,-71.09142,2,1.0,,5100.0,306.4
2075,42.341534,-71.08882,10,1.0,,3500.0,220.7
2076,42.340103,-71.09145,2,1.0,,2800.0,306.4
2077,42.34014,-71.09142,2,1.0,,5100.0,306.4
2078,42.345886,-71.08743,8,2.0,,8100.0,946.0
2079,42.34267,-71.08761,5,2.5,1400,4550.0,108.1
2080,42.344692,-71.089134,8,1.0,,3500.0,946.0
2081,42.341366,-71.08811,10,2.0,,5500.0,220.7
2082,42.342464,-71.08799,5,1.0,,3350.0,108.1
2084,42.343197,-71.08676,12,1.0,800,3000.0,84.8
2085,42.343422,-71.08824,5,1.0,800,3400.0,108.1
2087,42.342125,-71.08845,5,1.5,1000,3500.0,108.1
2088,42.345535,-71.089714,8,1.0,,4600.0,946.0
2089,42.343006,-71.08761,5,2.0,,4600.0,108.1
2090,42.343006,-71.08761,5,2.0,,4400.0,108.1
2091,42.342125,-71.08845,5,1.5,1100,3600.0,108.1
2092,42.34865,-71.08509,10,1.0,450,5800.0,59.9
2093,42.347958,-71.08768,8,2.0,1234,5495.0,144.6
2094,42.349037,-71.085556,10,1.0,600,1600.0,59.9
2095,42.34282,-71.090904,2,1.0,425,2400.0,114.0
2096,42.34865,-71.08509,10,1.0,450,4250.0,59.9
2097,42.342907,-71.08287,9,1.0,,1450.0,351.6
2098,42.339565,-71.09177,0,1.0,400,1695.0,745.5
2099,42.33205,-71.11146,3,1.0,,1995.0,96.1
2100,42.332832,-71.11014,3,1.0,,2300.0,96.1
2102,42.33881,-71.09897,1,1.0,,1685.0,782.8
2103,42.34582,-71.08863,8,1.0,,2300.0,946.0
2105,42.348396,-71.08808,8,1.0,763,3500.0,144.6
2106,42.344597,-71.0888,8,1.0,,1650.0,946.0
2107,42.34916,-71.08508,10,1.0,650,2450.0,59.9
2109,42.3433,-71.0895,5,1.0,,2700.0,108.1
2110,42.342354,-71.08301,9,1.0,,2300.0,351.6
2111,42.342705,-71.08783,5,1.0,,3200.0,108.1
2113,42.332222,-71.11134,3,1.0,,2700.0,96.1
2114,42.342705,-71.08783,5,1.0,,3900.0,108.1
2115,42.337383,-71.09302,1,2.0,,4050.0,411.2
2116,42.342316,-71.08967,5,1.0,,3250.0,108.1
2117,42.35039,-71.085464,10,1.0,,2100.0,59.9
2118,42.345684,-71.08808,8,1.0,,2349.0,946.0
2119,42.33963,-71.091866,2,1.0,,1695.0,306.4
2122,42.332764,-71.110435,3,1.0,,2900.0,96.1
2123,42.342354,-71.08301,9,1.0,,2300.0,351.6
2124,42.344193,-71.082016,1,1.5,,3100.0,419.3
2125,42.33227,-71.11113,3,1.5,3600,3600.0,96.1
2126,42.344585,-71.08841,8,1.0,,1800.0,946.0
2128,42.332764,-71.110435,3,1.0,,3650.0,96.1
2129,42.344193,-71.082016,1,1.0,,2750.0,419.3
2130,42.345554,-71.087616,8,1.0,,4200.0,946.0
2131,42.343254,-71.08715,12,1.0,,2600.0,84.8
2132,42.341534,-71.08882,10,1.0,,3500.0,220.7
2134,42.345535,-71.089714,8,1.0,,4500.0,946.0
2135,42.341534,-71.08882,10,1.0,,3500.0,220.7
2136,42.343094,-71.08226,9,1.0,,1775.0,351.6
2137,42.34153,-71.08264,9,1.0,,1875.0,105.7
2138,42.343094,-71.08226,9,1.0,,3050.0,351.6
2139,42.343052,-71.08342,9,1.0,,1600.0,351.6
2140,42.34137,-71.08925,10,1.0,,1700.0,220.7
2141,42.34393,-71.088196,5,1.0,,2250.0,108.1
2144,42.34347,-71.08992,5,1.0,,2200.0,108.1
2145,42.34326,-71.0866,12,1.0,,2850.0,84.8
2146,42.33758,-71.097046,1,1.0,,3600.0,231.7
2147,42.343094,-71.08226,9,1.0,,2150.0,351.6
2148,42.341606,-71.0859,9,1.0,,1750.0,175.3
2149,42.34339,-71.08742,5,1.0,,4500.0,108.1
2151,42.345505,-71.089195,8,1.0,,1650.0,946.0
2153,42.341534,-71.08882,10,1.0,,1695.0,220.7
2154,42.342316,-71.08967,5,1.0,,3250.0,108.1
2155,42.342583,-71.08877,5,1.0,,3150.0,108.1
2156,42.342644,-71.089165,5,1.5,,3350.0,108.1
2157,42.343197,-71.08676,12,1.0,,2950.0,84.8
2158,42.34286,-71.08666,12,2.0,,4000.0,84.8
2159,42.342976,-71.08742,5,1.0,,5000.0,108.1
2160,42.34466,-71.089424,8,2.0,1230,4350.0,946.0
2161,42.343094,-71.08337,9,1.0,,2400.0,351.6
2162,42.350525,-71.08678,10,1.0,464,2350.0,59.9
2163,42.343456,-71.08848,5,1.0,,3450.0,108.1
2164,42.33793,-71.09944,1,1.0,600,2600.0,782.8
2165,42.343422,-71.08824,5,1.0,,2850.0,108.1
2166,42.34644,-71.08527,6,2.0,,5500.0,338.7
2167,42.34582,-71.08863,8,1.0,,1850.0,946.0
2168,42.344444,-71.08654,4,2.0,,3730.0,300.0
2169,42.342937,-71.08716,12,1.0,,4000.0,84.8
2171,42.34644,-71.08527,6,1.0,,3300.0,338.7
2177,42.333126,-71.10833,9,1.0,,1900.0,47.9
2178,42.349613,-71.08485,10,1.0,550,1850.0,59.9
2180,42.343,-71.082756,9,1.0,,2350.0,351.6
2182,42.34532,-71.08508,4,1.0,,4050.0,300.0
2183,42.34395,-71.08832,5,1.0,,1700.0,108.1
2184,42.344,-71.08782,5,1.0,,3450.0,108.1
2185,42.343323,-71.090355,2,1.0,1156,4500.0,114.0
2187,42.341297,-71.09121,2,1.0,,3700.0,306.4
2189,42.34644,-71.08527,6,1.5,784,3850.0,338.7
2190,42.345375,-71.07917,11,1.0,570,3399.0,36.0
2191,42.345375,-71.07917,11,2.0,738,4199.0,36.0
2192,42.345375,-71.07917,11,2.0,1170,,36.0
2193,42.351192,-71.06471,45,1.0,469,2470.0,371.1
2194,42.351192,-71.06471,45,1.0,557,2344.0,371.1
2195,42.351192,-71.06471,45,2.0,798,3615.0,371.1
2196,42.35219,-71.06397,45,1.0,460,2500.0,371.1
2197,42.35219,-71.06397,45,0.0,792,3200.0,371.1
2198,42.348755,-71.07392,18,1.0,-,3080.0,226.2
2199,42.348755,-71.07392,18,1.0,-,3795.0,226.2
2200,42.348755,-71.07392,18,2.0,-,6785.0,226.2
2201,42.348633,-71.07931,36,1.0,435,2730.0,150.8
2202,42.348633,-71.07931,36,1.0,763,4645.0,150.8
2203,42.348633,-71.07931,36,2.0,1061,5815.0,150.8
2204,42.34991,-71.06946,4,1.0,-,3545.0,116.3
2205,42.34991,-71.06946,4,2.0,-,6980.0,116.3
2206,42.35216,-71.068565,13,2.5,1808,12500.0,276.0
2207,42.35277,-71.07996,3,4.5,2861,10000.0,154.3
2208,42.350403,-71.08046,30,2.0,1250,8000.0,250.0
2210,42.350685,-71.07746,25,1.0,500,2500.0,341.7
2211,42.34648,-71.07923,36,1.0,,2300.0,150.8
2215,42.35083,-71.08032,30,1.0,,3100.0,250.0
2216,42.344975,-71.08036,5,1.0,,2100.0,375.2
2217,42.345066,-71.080826,5,1.5,873,3550.0,375.2
2218,42.348835,-71.06782,7,1.0,,1600.0,298.7
2219,42.354954,-71.07543,4,2.0,,4150.0,87.4
2220,42.353146,-71.07674,10,1.0,,2000.0,220.1
2221,42.35267,-71.07355,6,1.0,800,3100.0,115.8
2222,42.352276,-71.06624,13,1.0,650,2355.0,147.1
2224,42.344334,-71.07053,3,1.0,,2985.0,268.0
2225,42.352276,-71.06624,13,1.0,,2265.0,147.1
2227,42.31742,-71.106186,3,1.0,420,1800.0,81.2
2228,42.31742,-71.106186,3,1.0,600,2200.0,81.2
2229,42.34861,-71.07441,7,1.0,400,2600.0,596.4
2230,42.34861,-71.07441,7,2.0,600,3100.0,596.4
2231,42.351284,-71.07865,10,2.5,1475,4900.0,220.1
2232,42.351284,-71.07865,10,2.5,1475,4900.0,220.1
2236,42.344296,-71.076744,11,1.5,1350,3400.0,36.0
2238,42.348755,-71.07392,18,1.0,589,3800.0,226.2
2240,42.34594,-71.07919,5,1.5,987,4899.0,375.2
2241,42.34594,-71.07919,5,2.0,937,4799.0,375.2
2243,42.353024,-71.07224,6,1.0,650,2600.0,115.8
2245,42.34425,-71.07242,8,1.0,725,3000.0,134.0
2246,42.344296,-71.076744,11,1.5,1200,3400.0,36.0
2247,42.344902,-71.078545,11,1.5,1500,4000.0,36.0
2249,42.35276,-71.078156,10,1.0,,2500.0,220.1
2250,42.35279,-71.0731,6,1.0,,2000.0,115.8
2255,42.351284,-71.07865,10,1.0,700,2750.0,220.1
2258,42.352806,-71.07799,10,1.0,800,3600.0,220.1
2259,42.34695,-71.0718,14,1.0,,2000.0,224.0
2260,42.35435,-71.07549,4,1.0,531,2450.0,87.4
2262,42.350254,-71.06899,4,1.0,1375,4995.0,116.3
2265,42.35498,-71.075356,4,1.0,,2995.0,87.4
2267,42.34456,-71.07258,8,2.0,1074,4500.0,134.0
2268,42.344902,-71.0777,11,1.0,824,3500.0,36.0
2269,42.352417,-71.077965,10,2.5,1900,7500.0,220.1
2270,42.35254,-71.077515,10,2.5,1900,7500.0,220.1
2271,42.351284,-71.07865,10,1.0,698,3499.0,220.1
2273,42.354954,-71.07543,4,2.0,1150,3850.0,87.4
2274,42.344296,-71.076744,11,1.5,1200,3400.0,36.0
2277,42.346375,-71.0725,8,1.0,535,2700.0,134.0
2278,42.348835,-71.08155,30,2.5,1590,11000.0,250.0
2279,42.34926,-71.067154,7,,,2250.0,298.7
2280,42.35049,-71.06624,7,,,2250.0,298.7
2281,42.344902,-71.078545,11,1.5,,4000.0,36.0
2282,42.354954,-71.07543,4,2.0,1500,4500.0,87.4
2283,42.34502,-71.0803,5,1.0,,2100.0,375.2
2284,42.35083,-71.08032,30,1.0,655,2850.0,250.0
2287,42.354954,-71.07543,4,2.0,,3700.0,87.4
2288,42.354324,-71.075584,4,1.0,,2500.0,87.4
2289,42.35217,-71.08058,3,1.0,,3700.0,154.3
2290,42.349434,-71.0677,7,1.0,700,2700.0,298.7
2291,42.346863,-71.0731,14,1.0,,1900.0,224.0
2292,42.35152,-71.08077,3,1.0,,2650.0,154.3
2294,42.34621,-71.0789,11,1.5,970,4899.0,36.0
2295,42.354954,-71.07543,4,2.0,1100,3850.0,87.4
2296,42.350155,-71.08138,30,1.0,550,2200.0,250.0
2298,42.351543,-71.080696,3,1.0,,3100.0,154.3
2300,42.353016,-71.07918,10,1.0,,2400.0,220.1
2302,42.34507,-71.07949,5,1.0,800,3200.0,375.2
2303,42.348362,-71.07135,14,1.0,,1640.0,224.0
2307,42.349434,-71.0677,7,1.0,,2200.0,298.7
2308,42.34926,-71.067154,7,1.0,700,2250.0,298.7
2311,42.345608,-71.079704,5,1.0,665,2500.0,375.2
2317,42.35049,-71.06624,7,1.0,,2500.0,298.7
2320,42.350445,-71.06617,7,1.0,,2500.0,298.7
2322,42.352013,-71.076385,24,1.0,,1575.0,73.2
2323,42.34926,-71.067154,7,1.0,,2250.0,298.7
2324,42.35049,-71.06624,7,1.0,,2500.0,298.7
2326,42.350445,-71.06617,7,1.0,,2500.0,298.7
2328,42.35049,-71.06624,7,1.0,,2500.0,298.7
2332,42.350445,-71.06617,7,1.0,,2500.0,298.7
2336,42.354324,-71.075584,4,1.0,,1800.0,87.4
2337,42.35498,-71.075356,4,2.0,,4495.0,87.4
2338,42.35049,-71.06624,7,1.0,550,2250.0,298.7
2339,42.35049,-71.06624,7,1.0,550,2250.0,298.7
2342,42.35049,-71.06624,7,1.0,550,2250.0,298.7
2343,42.346172,-71.07674,11,2.0,1200,4800.0,36.0
2350,42.34842,-71.07005,10,1.0,680,2800.0,59.0
2351,42.34842,-71.07005,10,1.0,760,2800.0,59.0
2352,42.354324,-71.075584,4,1.0,,1800.0,87.4
2354,42.315098,-71.101875,2,1.0,,2682.0,180.1
2357,42.350895,-71.064445,45,1.0,,2799.0,371.1
2358,42.346394,-71.07244,14,1.0,,1548.0,224.0
2359,42.346394,-71.07244,14,1.0,,1548.0,224.0
2360,42.34453,-71.08007,5,1.0,9999,2100.0,375.2
2361,42.35152,-71.08077,3,1.0,,2475.0,154.3
2364,42.34956,-71.07988,30,2.0,1471,6400.0,250.0
2365,42.354084,-71.07648,4,1.0,,3000.0,87.4
2377,42.34486,-71.080635,5,1.0,,1700.0,375.2
2380,42.352795,-71.07987,3,1.0,,2550.0,154.3
2382,42.350983,-71.079765,3,1.0,,3000.0,154.3
2383,42.346172,-71.07674,11,2.0,,4800.0,36.0
2384,42.34713,-71.07317,14,2.0,,6895.0,224.0
2385,42.350224,-71.08113,30,1.0,578,2195.0,250.0
2388,42.350685,-71.07746,25,1.0,,2700.0,341.7
2390,42.317295,-71.10642,0,1.0,366,1850.0,64.0
2391,42.35279,-71.0731,6,1.0,,2000.0,115.8
2392,42.353016,-71.07918,10,1.0,476,2350.0,220.1
2393,42.347168,-71.07183,14,1.0,,2650.0,224.0
2396,42.350613,-71.079704,30,1.0,700,3550.0,250.0
2397,42.344566,-71.080124,5,1.0,,2100.0,375.2
2398,42.35049,-71.06624,7,1.0,,2250.0,298.7
2399,42.353024,-71.07224,6,1.0,,2100.0,115.8
2403,42.35049,-71.06624,7,1.0,600,2250.0,298.7
2404,42.351543,-71.080696,3,1.0,,2475.0,154.3
2405,42.354954,-71.07543,4,2.0,,4800.0,87.4
2406,42.346455,-71.0736,14,1.0,,2100.0,224.0
2407,42.35178,-71.08178,3,1.5,,2800.0,154.3
2409,42.350044,-71.08179,30,1.0,,2825.0,250.0
2410,42.35256,-71.07396,24,2.0,1200,4300.0,73.2
2411,42.352665,-71.07705,10,2.5,1884,7500.0,220.1
2412,42.354786,-71.07606,4,1.0,1020,5500.0,87.4
2413,42.348415,-71.07079,10,1.0,,3000.0,59.0
2414,42.352287,-71.07992,3,1.0,610,2300.0,154.3
2415,42.34876,-71.0818,30,2.5,2435,25000.0,250.0
2416,42.350937,-71.06556,45,1.5,1030,4700.0,371.1
2417,42.350403,-71.08046,30,2.0,1292,5600.0,250.0
2418,42.34564,-71.07165,8,2.5,2000,6500.0,134.0
2419,42.344902,-71.078545,11,1.5,1500,4000.0,36.0
2421,42.350983,-71.079765,3,1.0,900,3000.0,154.3
2422,42.35152,-71.08077,3,1.0,,3100.0,154.3
2423,42.34686,-71.07071,10,2.0,1200,3500.0,59.0
2424,42.35152,-71.08077,3,1.0,,3100.0,154.3
2426,42.352306,-71.07488,24,1.0,631,2300.0,73.2
2427,42.351284,-71.07865,10,2.0,186,4500.0,220.1
2429,42.35152,-71.08077,3,2.0,,4875.0,154.3
2430,42.34842,-71.07005,10,1.0,,2800.0,59.0
2431,42.35302,-71.08042,3,2.0,1465,6000.0,154.3
2432,42.350857,-71.078804,25,1.5,,4500.0,341.7
2433,42.34639,-71.07861,7,1.0,800,3400.0,134.5
2434,42.35152,-71.08077,3,1.0,,2475.0,154.3
2435,42.35264,-71.07714,10,2.5,1884,7500.0,220.1
2436,42.352665,-71.07705,10,2.5,1884,7500.0,220.1
2437,42.35213,-71.07552,24,1.0,,2100.0,73.2
2438,42.35261,-71.07724,10,1.5,1884,7500.0,220.1
2440,42.34591,-71.07992,5,1.0,,3527.0,375.2
2441,42.34577,-71.07113,8,1.0,,2795.0,134.0
2442,42.34617,-71.07328,8,1.0,365,3550.0,134.0
2443,42.350136,-71.08146,30,1.0,650,2195.0,250.0
2446,42.3502,-71.081215,30,1.0,800,2195.0,250.0
2448,42.34686,-71.07071,10,2.0,,3500.0,59.0
2449,42.350155,-71.08138,30,1.0,700,2200.0,250.0
2451,42.348362,-71.07135,14,1.0,,1700.0,224.0
2453,42.35412,-71.07634,4,1.0,,3100.0,87.4
2454,42.35412,-71.07634,4,1.0,,3100.0,87.4
2456,42.350983,-71.079765,3,1.0,,3000.0,154.3
2458,42.35152,-71.08077,3,2.0,,4875.0,154.3
2461,42.352333,-71.07974,3,1.0,,3200.0,154.3
2462,42.34453,-71.08007,5,1.0,675,2100.0,375.2
2465,42.349422,-71.06715,7,1.0,,2295.0,298.7
2466,42.353016,-71.07918,10,1.0,,2350.0,220.1
2467,42.34425,-71.07242,8,1.0,725,3000.0,134.0
2469,42.34515,-71.07294,8,1.0,,2100.0,134.0
2470,42.346184,-71.079605,5,1.0,390,2000.0,375.2
2471,42.353016,-71.07918,10,1.0,,2350.0,220.1
2472,42.3505,-71.081566,30,1.0,,2050.0,250.0
2473,42.349693,-71.08122,30,1.0,,2200.0,250.0
2474,42.3468,-71.07234,14,1.0,,2500.0,224.0
2475,42.348415,-71.07048,10,1.0,,2700.0,59.0
2476,42.344273,-71.070724,3,1.0,,3000.0,268.0
2477,42.3502,-71.081215,30,1.0,,2195.0,250.0
2478,42.3502,-71.081215,30,1.0,,2195.0,250.0
2479,42.35228,-71.08137,3,2.0,866,2950.0,154.3
2481,42.353146,-71.07674,10,1.0,,2000.0,220.1
2482,42.344208,-71.08043,5,1.0,,3000.0,375.2
2485,42.348362,-71.07135,14,1.0,,1700.0,224.0
2486,42.34671,-71.07302,14,1.0,,1800.0,224.0
2487,42.346664,-71.0728,14,1.0,9999,1550.0,224.0
2488,42.34671,-71.07302,14,1.0,,1800.0,224.0
2490,42.34878,-71.07207,3,1.0,,1700.0,532.8
2491,42.34929,-71.07193,3,1.0,,3200.0,532.8
2493,42.35498,-71.075356,4,1.0,1000,2995.0,87.4
2495,42.35498,-71.075356,4,2.0,1000,3850.0,87.4
2496,42.35238,-71.07461,24,1.0,,2000.0,73.2
2497,42.35238,-71.07461,24,1.0,,2000.0,73.2
2498,42.35239,-71.07806,10,1.5,1500,10000.0,220.1
2499,42.34847,-71.071526,14,1.0,,1700.0,224.0
2501,42.35152,-71.08077,3,1.0,,3100.0,154.3
2503,42.34515,-71.07294,8,1.0,,1995.0,134.0
2504,42.348362,-71.07135,14,1.0,,1700.0,224.0
2505,42.349434,-71.0677,7,1.0,,2200.0,298.7
2506,42.34425,-71.07242,8,1.0,725,3000.0,134.0
2508,42.317295,-71.10642,0,1.0,,2450.0,64.0
2509,42.35498,-71.075356,4,1.0,,3095.0,87.4
2510,42.35498,-71.075356,4,1.0,,3575.0,87.4
2511,42.35152,-71.08077,3,1.0,,2575.0,154.3
2512,42.345898,-71.07843,11,1.0,,2200.0,36.0
2513,42.35439,-71.075356,4,1.0,,1950.0,87.4
2515,42.351177,-71.07953,3,1.0,925,3700.0,154.3
2516,42.35152,-71.08077,3,1.0,550,2575.0,154.3
2517,42.344746,-71.08042,5,1.0,,2400.0,375.2
2518,42.351284,-71.07865,10,2.0,1356,4500.0,220.1
2519,42.350403,-71.08046,30,2.5,1562,5000.0,250.0
2520,42.35261,-71.07724,10,2.5,1884,7500.0,220.1
2521,42.351345,-71.078896,10,2.0,1400,4500.0,220.1
2525,42.348755,-71.07392,18,2.0,1229,6500.0,226.2
2526,42.345104,-71.070435,3,2.5,1717,10000.0,268.0
2527,42.347218,-71.07404,7,2.0,1324,5500.0,596.4
2529,42.344296,-71.076744,11,1.5,,3400.0,36.0
2531,42.34425,-71.07242,8,1.0,,3400.0,134.0
2532,42.34502,-71.0803,5,1.0,,2100.0,375.2
2534,42.348785,-71.07807,25,3.5,3618,35000.0,341.7
2537,42.345745,-71.07316,8,1.0,,2250.0,134.0
2538,42.35276,-71.078156,10,1.0,,2500.0,220.1
2539,42.34965,-71.08138,30,1.0,,2200.0,250.0
2541,42.34383,-71.06467,5,1.0,,3600.0,80.5
2542,42.350178,-71.0813,30,1.0,,2400.0,250.0
2543,42.345654,-71.071594,8,1.0,,3000.0,134.0
2544,42.352276,-71.06624,13,1.0,,2750.0,147.1
2547,42.352276,-71.06624,13,1.0,,2650.0,147.1
2548,42.350044,-71.08179,30,1.0,,2700.0,250.0
2551,42.352283,-71.071266,6,1.5,,5500.0,115.8
2552,42.348785,-71.07807,25,3.5,,35000.0,341.7
2553,42.35109,-71.07609,24,2.0,1325,6950.0,73.2
2555,42.348755,-71.07392,18,2.0,,7500.0,226.2
2556,42.350403,-71.08046,30,2.0,,6000.0,250.0
2557,42.345947,-71.07997,5,1.0,,2650.0,375.2
2558,42.345623,-71.07728,11,1.0,505,2475.0,36.0
2559,42.351055,-71.0795,3,1.0,925,3700.0,154.3
2560,42.354786,-71.07606,4,1.5,,5500.0,87.4
2562,42.348755,-71.07392,18,3.0,,16000.0,226.2
2564,42.351803,-71.070206,13,2.5,,10000.0,276.0
2565,42.347218,-71.07404,7,2.0,,5300.0,596.4
2566,42.34641,-71.07239,14,1.0,,1845.0,224.0
2567,42.352234,-71.07515,24,1.0,,1850.0,73.2
2568,42.354183,-71.07611,4,1.0,,2495.0,87.4
2569,42.346863,-71.0731,14,1.0,,1800.0,224.0
2571,42.353363,-71.07628,4,1.0,,2100.0,87.4
2574,42.348362,-71.07135,14,1.0,,1700.0,224.0
2576,42.34842,-71.07005,10,1.0,,3100.0,59.0
2577,42.349434,-71.0677,7,1.0,,2200.0,298.7
2579,42.34512,-71.07305,8,1.0,,1995.0,134.0
2581,42.35279,-71.0731,6,1.0,,2000.0,115.8
2582,42.35162,-71.077866,10,2.0,1356,4500.0,220.1
2583,42.346394,-71.07244,14,1.0,9999,1550.0,224.0
2585,42.34502,-71.0803,5,1.0,,2300.0,375.2
2586,42.3527,-71.08162,3,1.0,,1800.0,154.3
2587,42.34425,-71.07242,8,1.0,,3000.0,134.0
2590,42.350044,-71.08179,30,1.0,,2850.0,250.0
2594,42.350044,-71.08179,30,1.0,,2850.0,250.0
2596,42.34965,-71.08138,30,1.0,,2200.0,250.0
2600,42.344746,-71.08042,5,1.0,,2400.0,375.2
2601,42.317295,-71.10642,0,1.0,,2450.0,64.0
2606,42.34585,-71.07698,11,1.0,,2600.0,36.0
2607,42.354416,-71.07387,4,1.0,,3775.0,87.4
2608,42.34515,-71.07294,8,1.0,,2600.0,134.0
2610,42.351803,-71.070206,13,2.0,2787,17500.0,276.0
2611,42.352234,-71.07515,24,1.0,723,2600.0,73.2
2612,42.35031,-71.07931,30,1.0,655,3000.0,250.0
2613,42.352966,-71.080635,3,1.0,,2195.0,154.3
2618,42.3505,-71.081566,30,1.0,,2650.0,250.0
2619,42.34591,-71.07992,5,1.0,,3800.0,375.2
2624,42.3492,-71.0744,18,1.0,,2600.0,226.2
2626,42.34713,-71.07317,14,1.0,,3750.0,224.0
2627,42.34671,-71.07302,14,1.0,,1700.0,224.0
2628,42.34593,-71.07991,5,1.5,937,4599.0,375.2
